0,1,2,3,4,5,6,7
Table 1,,,,,,,
,H0,,H2–H6,H8–H12,H14–H18,Day2,Day3
Driving pressure  (cmH2O),12.1,4.3,"9.6 
 3.2†","9.2 
 3.9†","9.0 
 3.8†","8.6 
 3.1†","9.0 
 3.5†"
,,±,±,±,±,±,±
"1 PPT)
VT (mL.kg−",6.1,0.6,"4.2 
 0.5†","4.3 
 0.5†","4.3 
 0.7†","4.4 
 0.7†","4.7 
 1.1†"
,,±,±,±,±,±,±
"1)
Respiratory rate  (min−",27,5,"35 
 5†","36 
 5†","36 
 5†","37 
 5†","35 
 6†"
,,±,±,±,±,±,±
PEEP  (cmH2O),10,4,"15 
 3†","15 
 4†","15 
 4†","14 
 4†","13 
 4†"
,,±,±,±,±,±,±
pH,7.32,0.10,"7.23 
 0.09†","7.25 
 0.09†","7.28 
 0.07","7.28 
 0.08","7.33 
 0.09"
,,±,±,±,±,±,±
PaCO2 (mm Hg),47,11,"62 
 15†","59 
 12†","56 
 12†","55 
 12†","55 
 15†"
,,±,±,±,±,±,±
PaO2/FiO2 (mm Hg),107,35,"152 
 61†","188 
 69†","189 
 54†","197 
 50†","197 
 53†"
,,±,±,±,±,±,±
"1)
Midazolam (mg.h−",,"8 
 7",–,–,–,"6 
 3","7 
 3"
,,±,,,,±,±
"1)
Morphine (mg.h−",15,12,–,–,–,"15 
 12","17 
 15"
,,±,,,,±,±
"1)
Vasopressor (µg.kg.min−",0.57,0.64,–,–,–,"0.53 
 0.75","0.29 
 0.25†"
,,±,,,,±,±
†p < 0.05 vs H0.,,,,,,,
