0,1,2,3,4,5,6,7,8,9,10
Table 4: MBL2 sequence diversity parameters of several populations.,,,,,,,,,,
,,Afro-Gabonese,Afro-Am.2,European,Euro-Am.2,N. Chin.3,Hispanics2,Pac. Rim2,Kaingang4,Guarani4
,N,856,48,470,62,348,46,48,126,158
"Promoter, exon 1",S,22,13,16,9,9,13,9,11,7
and part of intron 1,,,,,,,,,,
,π,44.1,43.7,37.6,37.6,27.8,40.4,25.2,17.4,16.9
,θW,37.0,36.1,29.3,23.6,"17,3",36.5,25.0,27.4,15.3
,DT,0.459,0.63,0.672,1.591,1.297,0.325,0.024,-0.934,0.23
,DF,-1.157,-0.004,-0.404,1.343,1.23,0.012,1.353,-0.498,1.159
,F,-0.583,0.245,0.028,1.68*,1.51,0.137,1.085,-0.782,0.996
,H,-1.28,0.743,-0.276,-0.387,-1.718,0.039,-2.163#,-3.27*,-3.282*
5' upstream,S,16,10,13,7,8,10,8,9,6
regulatory region,,,,,,,,,,
,π,52.1,51.8,43.4,43.1,32.8,46.9,28.7,1.62,1.42
,θW,35.6,36.8,31.5,24.3,20.3,37.1,29.4,30.2,17.4
,DT,1.044,1.177,0.858,1.963,1.268,0.762,-0.063,-1.146,-0.383
,DF,0.129,0.791,-0.783,1.227,1.166,-0.406,1.302,-0.1,1.083
,F,0.606,1.08,-0.181,1.73*,1.446,-0.03,1.015,-0.56,0.693
,H,-1.579,0.434,-0.619,-0.74,-1.921#,-0.32,-2.39#,-3.534*,-3.33*
Exon 1 coding,S,6,3,3,2,1,3,1,2,1
region,,,,,,,,,,
,π,19.3,19.6,19.6,21.7,13.00,21.5,15.2,22.5,26.8
,θW,41.3,36.1,22.5,22.8,8.3,36.5,12.0,19.8,9.5
,DT,-0.92,-0.953,-0.183,-0.079,0.52,-0.866,0.352,0.202,1.925
,DF,-2.55*,-1.7,0.717,0.726,0.43,0.9,0.547,-1.124,0.466
,F,-2.386,-1.718,0.499,0.564,0.544,0.432,0.567,-0.833,1.071
,H,0.30,0.308,0.343,0.353,0.203,0.359,0.227,0.265,0.048
,"Am. American European include the German Europeans and Euro-Brazilians, which were homogeneous at the genotypic level N. Chin. North Chinese Pac. Pacific; N number of chromosomes; S",,,,,,,,,
