0,1,2,3,4,5
,,,"PLL, SLL",,
(HA22/CAT-,,,,,
8015),,,,,
IL13-PE38QQR,,,,,
"(cinterdekin 
IL-13","Modified PE38 
PE",IL-13R,Glioma,"I/II, III",[61–64]
besudotox),,,,,
,Deglycosylated,,,,
RFB4-Fab'-dgA,"Fab' 
Ricin",CD22,B-NHL,I,[65]
,RTA,,,,
RFB4-dgA,Deglycosylated,,,,
MAb,Ricin,CD22,"B-NHL, CLL",I,"[66,67]"
(IMTOX-22),RTA,,,,
HD37-dgA,Deglycosylated,,,,
MAb,Ricin,CD19,NHL,I,"[68,69]"
(IMTOX-19),RTA,,,,
RFB4-dgA +,,,,,
,Deglycosylated,"CD22,",,,
"HD37-dgA 
MAb",Ricin,,"NHL, ALL",I,"[70,71]"
,RTA,CD19,,,
(Combotox),,,,,
RFT5-dgA,Deglycosylated,,"HD, CTCL, melanoma,",,
MAb,Ricin,CD25,,"I,II",[72–76]
(IMTOX-25),RTA,,GVHD,,
,Deglycosylated,,,,
"Ki-4.dgA 
MAb",Ricin,CD30,"HD,NHL",I,"[75,77]"
,RTA,,,,
"Anti-B4-bR 
MAb","Blocked ricin 
Ricin",CD19,B-NHL,II,[78–81]
"Anti-CEA-bR 
MAb","Blocked ricin 
Ricin",CEA,Colorectal cancer,I/II,[82]
"N901-bR 
MAb","Blocked ricin 
Ricin",CD56,SCLC,I,[83–85]
Anti-CD7-dgA,Deglycosylated,,,,
MAb,Ricin,CD7,T-NHL,I,[86]
(DA7),RTA,,,,
Anti-CD3-dgA,Deglycosylated,,,,
MAb,Ricin,"CD3, CD7",GVHD,I/II,[87]
+Anti-CD7-dgA,RTA,,,,
"CD5-IC, CD5",,,,,
MAb,"RTA 
Ricin",CD5,"RA, SLE, diabetes mellitus","I,II",[88–92]
Plus,,,,,
"H65-RTA 
MAb","RTA 
Ricin",CD5,"CTCL, GVHD","I, I/II",[93–95]
"T101-RTA 
MAb","RTA 
Ricin",CD5,CLL,I,[96–98]
,,Human,,,
,,,Posterior capsule,,
,,lens,,,
"MDX-RA 
MAb","RTA 
Ricin",,opacification (secondary,III,[99–101]
,,epithelial,,,
,,,cataract),,
