0,1,2,3,4,5,6
,,,,EBV-gp350 or RSV-F ELISA Ab,,RSV or EBV Neutralizing Ab
,"MV Neutralizing Ab (Mean log2 ± SD Titer)b,e",,,,,
,,,,"(Mean log2 ± SD Titers)c,e",,"(Mean log2 ± SD Titer)d,e"
Inoculation,Dose 1a,Dose 2a,Dose 1,Dose 2,Dose 1,Dose 2
rEZ,8.4 + 0.4,10.1 + 0.9,< 3.3,< 3.3,< 3.3,< 3.3
gp350,8.7 + 0.6,11.0+ 0.7,3.3 + 0.1,7.3 + 0.3,< 3.3,< 3.3
gp350tr,8.2 + 0.2,10.2 + 0.8,3.3 + 0.1,4.3 + 0.1,< 3.3,< 3.3
rEZ,7.1 + 0.4,8.7 + 0.6,< 6.6,< 6.6,< 3.0,< 3.0
sF1,6.7 + 0.5,8.7 + 0.9,15.9 + 2.7,23.7 + 1.2,5.4 + 0.7,7.5 + 1.0
sF3,6.3 + 0.0,8.7 + 1.1,15.5 + 0.9,22.1 + 0.8,4.2 + 1.0,8.9 + 1.1
aSerum samples were measured 4 weeks post dose 1 and 2 weeks post dose 2.,,,,,,
