0,1,2,3,4,5,6,7,8
"Wang et al. BMC Complementary and Alternative Medicine 2013, 13:367",,,,,,,,Page 6 of 10
,http://www.biomedcentral.com/1472-6882/13/367,,,,,,,
Table 5 Symptom outcomes of children hospitalised with pneumonia in the sampled hospitals,,,,,,,,
,TCM hospitals,WM hospitals,ORb,95% CIc,Pd,AORe,95% CIf,APg
Fever,,,,,,,,
Cured,433,524,,,,,,
Failed,15,64,3.5,2.0 ~ 6.3,<0.01,3.7,2.0 ~ 6.8,<0.01
Cough,,,,,,,,
Cured,325,220,,,,,,
Failed,269,470,2.6,2.6 ~ 3.2,<0.01,2.5,2.0 ~ 3.1,<0.01
Phlegm,,,,,,,,
Cured,291,247,,,,,,
Failed,209,104,0.6,0.4 ~ 0.8,<0.01,0.4,0.2 ~ 0.6,<0.01
Tachypnea,,,,,,,,
Cured,179,78,,,,,,
Failed,17,9,1.2,0.5 ~ 2.8,0.7,1.7,0.5 ~ 6.0,0.4
Rales,,,,,,,,
Cured,446,335,,,,,,
Failed,61,190,4.1,3.0 ~ 5.7,<0.01,7.2,4.8 ~ 10.9,<0.01
Symptoms,,,,,,,,
Cured,524,294,,,,,,
Improved,72,403,,,,,,
Faileda,2,3,9.8,7.3 ~ 12.9,<0.01,9.7,7.3 ~ 13.1,<0.01
a5 cases experienced no improvement of symptoms and were voluntarily discharged.,,,,,,,,
