0,1,2,3,4,5,6,7,8
Table I.,,Activated/Memory Phenotypes of CNS and Splenic T Cells from Older (.10 wk) TCR Transgenic and Nontransgenic Mice,,,,,,
,,Percentage of,Percentage of,,Percentage of,,,Percentage of
,,naive,CD49d high,,CD44 high,,,CD45RB low
,CNS,Spleen,CNS,Spleen,CNS,Spleen,CNS,Spleen
B10.PL,17.7 6 7.9,51.7 6 4.9,37.7,12.2,57.9 6 11.1,26.8 6 7.4,63.9 6 5.8,32.9 6 2.8
NTG,n = 9,n = 9,n = 1,n = 1,n = 10,n = 10,n = 11,n = 11
MBP,6.8* 6 3.8,24.4* 6 11.1,ND,ND,69.3 6 15.2,31.7 6 9.3,79* 6 6.5,63.6* 6 11.4
TCR1,n = 9,n = 9,,,n = 9,n = 9,n = 10,n = 10
MBP,12.1 6 0.7,38.8* 6 0.1,ND,ND,39.5* 6 7,17.2 611,78.8* 6 8.6,49.9* 6 2.4
TCR2,n = 2,n = 2,,,n = 5,n = 5,n = 2,n = 2
C57Bl/6,18.7,41.2,ND,ND,62.7,36.4,65.3,34.4
Ntg,n = 1,n = 1,,,n = 1,n = 1,n = 1,n = 1
Rag2/2,84.4,84.6,8.3 6 2.1,1 6 1,19.3 6 11.8,8.5 6 1.7,7.7,9.8
Ova,n = 1,n = 1,n = 3,n = 3,n = 4,n = 4,n = 1,n = 1
