0,1,2,3,4,5,6,7,8,9,10,11
,"Int. J. Mol. Sci. 2011, 12",,,,,,,,,,9245
,,,,,Table 3. Cont.,,,,,,
43,70,70.25,1.0,+++,+++,92,1800,1776.13,−1.0,++,++
44,77,76.65,−1.0,+++,+++,93,1800,1530.73,−1.1,++,++
45,82,408.48,4.9,+++,++,94,1900,1901.07,1.0,++,++
46,109,517.17,4.7,+++,++,95,1900,1876.01,−1.0,++,++
47,110,532.07,4.8,+++,++,96,2040,2022.46,−1.0,+,+
48,130,518.66,3.9,+++,++,97,2100,2095.67,−1.0,+,+
49,130,60.13,−2.1,+++,+++,98,2200,1991.66,−1.1,+,++
50,140,140.46,1.0,+++,+++,99,2400,2386.02,−1.0,+,+
51,150,514.80,3.4,+++,++,100,2500,2594.48,1.0,+,+
52,150,149.81,−1.0,+++,+++,101,2500,2373.56,−1.0,+,+
53,170,531.86,3.1,+++,++,102,2600,2653.51,1.0,+,+
54,170,520.35,3.0,+++,++,103,2600,1980.42,−1.3,+,++
55,190,92.38,−2.0,+++,+++,104,2700,2668.93,−1.0,+,+
56,220,519.50,2.3,++,++,105,3000,2980.04,−1.0,+,+
57,250,249.79,−1.0,++,++,106,3100,3021.26,−1.0,+,+
58,270,40.16,−6.7,++,++,107,3200,3351.54,1.0,+,+
59,300,546.21,1.8,++,++,108,3300,3370.61,1.0,+,+
60,300,521.04,1.7,++,++,109,3300,3333.56,1.0,+,+
61,300,301.67,1.0,++,++,110,3300,3277.62,−1.0,+,+
62,300,289.88,−1.0,++,++,111,3700,4354.53,1.1,+,+
63,370,580.52,1.5,++,++,112,4000,1316.33,−3.0,+,++
64,380,531.50,1.3,++,++,113,4300,4440.06,1.0,+,+
65,400,517.75,1.2,++,++,114,4600,3529.94,−1.3,+,+
66,400,513.35,1.2,++,++,115,4700,4603.40,−1.0,+,+
67,430,515.92,1.2,++,++,116,5000,5036.50,1.0,+,+
68,430,515.00,1.1,++,++,117,5860,2779.37,−2.1,+,+
69,430,431.38,1.0,++,++,,,,,,
,a Exp.: Experimental activity; b Est.: Estimated activity; c Value in the error column represents the ratio of the,,,,,,,,,,
