0,1,2,3,4,5,6,7,8,9,10,11,12
the experimental groups following immunization,,,,,,,,,,,,
,,,,,100,,,,,,,
,,,RVNA titre (IU/mL),,,,,,,,,
Sl. No.,Immunogen,Route,,,,,,,,,,
,,,Day 14,Day 28,,,,,,,,
,,,,,80,,,,,,,
I,pIRES,Intramuscular,<0.5a),<0.5a),,,,,,,,
,,Intradermal,<0.5a),<0.5a),,,,,,,,
,,,,,"Survival rate (%)
60",,,,,,,
,,,,,,,,,,,,pIRES
II,pIRES-Rgp,Intramuscular,1.0± 0.61,3.6± 0.89b),,,,,,,,
,,,,,,,,,,,,pIRES-Rgp
,,Intradermal,0.96± 0.67,3.6± 0.89b),,,,,,,,
,,,,,,,,,,,,pIRES-Rgp-Myd
,,,,,40,,,,,,,Rabipur
III,pIRES-Rgp-Myd,Intramuscular,3.2± 1.09b),11.2± 4.38b),,,,,,,,
,,,,,,,,,,,,NS
,,Intradermal,3.0± 1.41,7.6± 5.36b),,,,,,,,
IV,Rabipur,Intramuscular,8.0± 0.0,14.4± 3.5,20,,,,,,,
,,Intradermal,8.0± 0.0,16.0± 0.0,,,,,,,,
V,Normal saline,Intramuscular,<0.5a),<0.5a),,,,,,,,
,,,,,0,,,,,,,
,,Intradermal,<0.5a),<0.5a),,,,,,,,
,,,,,1,2,3,4,5,6  7,8,9  10  11 12 13 14 15 16 17 18 19 20 21
,,,,,,,,,,,Days post-challenge,
