0,1,2,3,4
Mediators of Inflammation,,,,9
,Table 6: Impact of hypertonic disease on T cells populations in biological prosthesis recipients.,,,
T cells populations,"Healthy donors, 𝑛 = 48","Hypertonic disease, 𝑛 = 7","No hypertonic disease, 𝑛 = 18",𝑝 value
+,,,,
"CD3
%",78.27 (73.07; 82.52),71.47 (62.71; 84.21),69.26 (65.58; 74.10),1–3 𝑝 < 0.001
+,,,,
"CD3
abs.",1419.31 (1126.25; 1735.91),1515.78 (1003.36; 1643.88),1204.92 (1004.40; 1327.53),1–3 𝑝 = 0.04
"+
+",,,,
"CD3
CD8
%",25.80 (20.64; 33.20),24.95 (23.07; 38.91),22.28 (18.07; 27.32),n/s
"+
+",,,,
"CD3
CD8
abs.",462.37 (349.70; 647.87),474.05 (360.40; 715.17),374.22 (259.48; 485.60),n/s
,,,,1–3 𝑝 < 0.001
CM Tcyt%.,11.50 (8.70; 16.38),6.41 (3.92; 7.50),5.99 (3.93; 7.94),
,,,,1-2 𝑝 = 0.006
,,,,1–3 𝑝 < 0.001
CM Tcyt abs.,51.69 (36.70; 74.30),30.38 (18.98; 46.34),21.11 (13.17; 29.11),
,,,,1-2 𝑝 = 0.01
EM Tcyt%,31.82 (18.80; 43.55),33.21 (26.71; 42.60),27.09 (15.97; 35.61),n/s
EM Tcyt abs.,122.56 (74.29; 196.04),162.12 (134.98; 201.94),115.56 (55.09; 130.77),2-3 𝑝 = 0.003
,,,,1–3 𝑝 < 0.001
TEMRA Tcyt%,26.67 (19.58; 34.93),49.41 (43.46; 58.83),49.07 (40.68; 60.38),
,,,,1-2 𝑝 < 0.001
,,,,1–3 𝑝 < 0.001
TEMRA Tcyt abs.,104.32 (72.94; 188.42),206.02 (140.19; 443.37),173.57 (112.81; 284.02),
,,,,1-2 𝑝 = 0.004
,,,,1–3 𝑝 = 0.004
N Tcyt%,24.46 (16.51; 39.58),"7
.53 (3.45; 12.06)",14.00 (10.98; 15.85),1-2 𝑝 < 0.001
,,,,2-3 𝑝 = 0.007
,,,,1–3 𝑝 < 0.001
N Tcyt abs.,98.47 (56.29; 199.74),33.37 (13.72; 43.46),46.67 (39.46; 64.74),
,,,,1-2 𝑝 < 0.001
"+
+",,,,
"CD4
%
CD3",48.06 (41.04; 52.58),40.74 (32.23; 54.46),41.81 (36.60; 48.37),n/s
"+
+",,,,
"CD3
CD4
abs.",835.92 (624.17; 1096.10),817.20 (529.20; 1089.20),705.31 (580.50; 948.64),n/s
CM Th%,44.67 (38.42; 49.32),46.91 (36.38; 48.95),38.68 (35.23; 44.05),1–3 𝑝 = 0.03
CM Th abs.,338.29 (269.64; 484.11),297.29 (221.39; 468.69),251.99 (227.73; 340.65),1–3 𝑝 = 0.01
EM Th%,24.02 (17.54; 30.71),33.21 (21.28; 36.49),24.28 (17.82; 28.74),n/s
,,,,1–3 𝑝 = 0.04
EM Th abs.,197.64 (150.63; 229.90),237.85 (155.53; 284.65),162.54 (121.90; 187.07),
,,,,2-3 𝑝 = 0.04
TEMRA Th%,0.82 (0.37; 1.67),2.26 (0.94; 3.17),1.62 (0.90; 2.49),1–3 𝑝 = 0.009
TEMRA Th abs.,6.17 (3.11; 13.58),18.46 (4.25; 33.43),11.23 (6.24; 26.89),1–3 𝑝 = 0.02
N Th%,29.88 (19.81; 36.00),22.24 (16.52; 27.73),35.46 (27.88; 39.09),2-3 𝑝 = 0.01
N Th abs.,222.99 (145.88; 369.81),159.70 (87.42; 317.64),226.13 (140.38; 382.83),n/s
CD4/CD8,2.01 (1.34; 2.44),1.52 (1.16; 2.41),2.01 (1.47; 2.17),n/s
n/s: not significant.,,,,
