0,1,2,3,4,5,6,7,8,9,10
,,,Case-Detection Algorithm Number,,,,,,,
Category,Subcategory,1,2,3,4,5,6,7,8,9
,,N,,,,,,,,
CDA Component,BioSense ICD-9 Codes,,,,,,,,,
,,,N,,,,,,,
,Essence ICD-9 Codes,,,,,,,,,
,,,,N,N,N,N,N,N,N
,VA ICD-9 Codes,,,,,,,,,
,OR Temperature $38uC,,,,N,,,,N,N
,,,,,,N,,N,,
,OR Blood Culture,,,,,,,,,
,,,,,,,N,N,N,N
,OR Cough Remedies,,,,,,,,,
,,,,,,,,,,N
,OR CBC/Diff,,,,,,,,,
,,,,,,,,,,N
,OR Gram stain,,,,,,,,,
Maryland Site,Sensitivity,61,68,78,81,81,84,87,87,87
,Specificity,94,97,96,96,95,95,94,94,93
,Positive Predictive Value,23,37,36,35,33,31,30,30,27
,"Area under
the ROC",78,83,87,89,88,90,91,91,90
Utah Site,Sensitivity,64,74,80,80,80,85,85,86,87
,Specificity,91,98,97,97,97,96,95,95,92
,Positive Predictive Value,9,29,27,25,25,20,20,19,13
,"Area under
the ROC",78,86,89,89,89,91,90,91,90
