0,1,2,3,4,5
,length.	This	technique	has	been	used	for	pathogen	detection	and,,,mediately	quarantined	once	it	is	confirmed.	It	should	be	noted	that,
,,,,,TA B L E   2  Pathogens detected by ResP
,,Pathogen‐specific,,,
,,,,,and	pathogen‐specific	PCRs
Pathogen,ResP,PCRs,Kappa,P,
Rhinovirus,34,28,0.82,＜.01,
Adenovirus,30,28,0.81,＜.01,
Influenza	virus	A	pdmH1N1,30,30,1.00,＜.01,
(2009),,,,,
Respiratory syncytial virus,16,14,0.93,＜.01,
Influenza virus B,12,11,0.96,＜.01,
Human metapneumovirus,10,7,0.7,＜.01,
Parainfluenza virus,7,6,N/A,N/A,
Mycoplasma pneumoniae,7,6,N/A,N/A,
Boca virus,4,4,N/A,N/A,
Influenza	virus	A	H3N2,1,1,N/A,N/A,
Total,151,135,0.86,＜.01,
"Abbreviation:	N/A,	not	available.",,,,,
