0,1,2,3,4
Table 7 Descriptive summary of temperature and % RH data per the 4 segments of the 37-day study period,,,,
Temp C0,Segment 1 (China),Segment 2 (Pacific),Segment 3 (SF),Segment 4 (DSM)
,1–8 DPC,9–25 DPC,26–32 DPC,33–37 DPC
Mean,5.5,6.0,8.4,3.9
95 % CI,4.3–6.7,5.2–6.8,7.1–9.6,2.5–5.4
SD,1.4,2.0,1.2,.13
Median,4.8,5.5,8.3,3.9
Range,4.2–7.8,3.9–9.4,6.3–10,3.9–4.2
% RH,Segment 1 (China),Segment 2 (Pacific),Segment 3 (SF),Segment 4 (DSM)
,1–8 DPC,9–25 DPC,26–32 DPC,33–37 DPC
Mean,71,63,84,76
95 % CI,63–79,58–69,75–92,66–87
SD,21.6,1.3,6.2,13.1
Median,70,63,83,70
Range,26–92,62–66,73–94,64–92
