0,1,2,3,4,5,6
"Table 4 Crude rates per 100,000 Crew visits for communicable and non-communicable illnesses",,,,,,
,2009,2010,2011,2012,2013,2009–13
Communicable,,,,,,
Gastro-intestinal,13.77,23.21,18.79,11.87,3.04,14.42
Influenza,12.30,7.96,3.25,3.16,3.42,6.41
Other,5.27,2.65,1.45,3.16,2.66,3.14
All,31.35,33.83,23.49,18.19,9.13,23.97
95 % CIs,(25.94–37.87),(27.87–41.06),(18.43–29.94),(13.64–24.72),(6.13–13.58),(21.56–26.64)
Non-communicable,,,,,,
Stroke or MI,0,0.33,0,0.40,0,0.14
Diabetes,0,0,0,0,0,0
Injury,0,0.66,1.45,0.40,0.38,0.56
Other,1.46,2.32,1.45,0.40,1.14,1.39
All,1.46,3.32,2.89,1.19,1.52,2.09
95 % CIs,(0.63–3.43),(1.80–6.11),(1.47–5.71),(0.40–3.49),(0.59–3.91),(1.46–3.03)
