0,1,2,3,4,5,6,7,8,9,10,11,12
,,,,,Table 4: Clinical presentations of the patients.,,,,,,,
,Fever (≥38),Cough,Rhinorrhea,Sore throat,Expectoration,Tachypnea,Dyspnea,Chest pain,Hypodynamia,Bellyache,Diarrhea,Headache
,40,12,13,8,10,9,8,12,4,8,25,1
AdV,,,,,,,,,,,,
,(11.6),(3.5),(3.8),(2.3),(2.9),(2.6),(2.3),(3.5),(1.2),(2.3),(7.3),(0.3)
,24,2,17,2,3,4,2,5,1,2,10,3
HBoV,,,,,,,,,,,,
,(14.0),(1.2),(9.9),(1.2),(1.8),(2.3),(1.2),(2.9),(0.6),(1.2),(5.8),(1.8)
,2,3,2,4,3,2,4,3,2,3,1,3
HCoV-229E,,,,,,,,,,,,
,(28.6),(42.9),(28.6),(57.1),(42.9),(28.6),(57.1),(42.9),(28.6),(42.9),(14.3),(42.9)
,3,4,5,2,1,2,3,4,5,4,3,2
HCoV-NL63,,,,,,,,,,,,
,(25.0),(33.3),(41.7),(16.7),(8.3),(16.7),(25.0),(33.3),(41.7),(33.3),(25.0),(16.7)
,9,2,1,2,2,3,1,2,2,3,1,3
HCoV-OC43,,,,,,,,,,,,
,(18.0),(4.0),(2.0),(4.0),(4.0),(6.0),(2.0),(4.0),(4.0),(6.0),(2.0),(6.0)
,41,4,23,7,4,5,3,4,6,3,2,3
HEV,,,,,,,,,,,,
,(44.6),(4.3),(25.0),(7.6),(4.3),(5.4),(3.3),(4.3),(6.5),(3.3),(2.2),(3.3)
,137,232,249,41,18,21,15,21,23,29,19,42
HRV,,,,,,,,,,,,
,(20.6),(34.9),(37.5),(6.2),(2.7),(3.2),(2.3),(3.2),(3.5),(4.4),(2.9),(6.3)
,31,18,20,26,18,15,13,12,25,21,15,28
Flu-A,,,,,,,,,,,,
,(32.6),(18.9),(21.1),(27.4),(18.9),(15.8),(13.7),(12.6),(26.3),(22.1),(15.8),(29.5)
,18,9,12,15,9,8,11,10,12,15,10,21
Flu-B,,,,,,,,,,,,
,(35.3),(17.6),(23.5),(29.4),(17.6),(15.7),(21.6),(19.6),(23.5),(29.4),(19.6),(41.2)
,15,3,4,4,3,3,4,2,1,2,1,3
HMPV,,,,,,,,,,,,
,(15.2),(3.0),(4.0),(4.0),(3.0),(3.0),(4.0),(2.0),(1.0),(2.0),(1.0),(3.0)
