0,1,2,3,4
,Table 2. Effects of emodin on pathologic score in BALB/c mice infected by CVB4 at 7 and,,,
14 d postinfection.,,,,
,,Pathologic score (means ± S.D.),,
,7 day,,14 day,
Group,,,,
,Inflammatory,,Inflammatory,
,,Necrosis,,Necrosis
,infiltration,,Infiltration,
NC,0.93 ± 0.67,0.90 ± 0.58,0.85 ± 0.64,0.80 ± 0.48
VC,3.04 ± 0.29,3.01 ± 0.45,3.18 ± 0.44,2.94 ± 0.39
Ribavirin 10 mg/kg/d,1.19 ± 0.17 **,1.13 ± 0.25 **,1.12 ± 0.46 **,1.05 ± 0.25 **
Emodin 30 mg/kg/d,1.15 ± 0.24 **,1.07 ± 0.31 **,1.07 ± 0.33 **,0.99 ± 0.25 **
Emodin 15 mg/kg/d,1.49 ± 0.22 **,1.39 ± 0.39 **,1.41 ± 0.20 **,1.33 ± 0.30 **
Emodin 7.5 mg/kg/d,2.08 ± 0.12 *,2.01 ± 0.16 *,2.00 ± 0.22,1.98 ± 0.23 *
,,"** p < 0.01, * p < 0.05 vs. infected control group.",,
