0,1,2,3,4,5,6,7,8
Table 2 Results of national post-market surveillance assay in veterinary medicines from 2006 to 2016,,,,,,,,
Year,Antibiotics,,OCDa,,Biologics,,Total,
,Testedb,Noncompliant (%)c,Testedb,Noncompliant (%)c,Testedb,Noncompliant (%)c,Testedb,Noncompliant (%)c
2006,606,23 (3.8),863,24 (2.8),63,0 (0.0),1532,47 (3.1)
2007,771,23 (3.0),687,26 (3.8),50,0 (0.0),1508,49 (3.2)
2008,782,5 (0.6),756,19 (2.5),45,1 (2.2),1583,25 (1.6)
2009,916,15 (1.6),816,43 (5.3),103,1 (1.0),1835,59 (3.2)
2010,934,10 (1.1),663,35 (5.3),61,1 (1.6),1658,46 (2.8)
2011,881,17 (1.9),759,30 (4.0),55,0 (0.0),1695,47 (2.8)
2012,918,2 (0.2),721,22 (3.1),47,0 (0.0),1686,24 (1.4)
2013,932,2 (0.2),664,13 (2.0),54,1 (1.9),1650,16 (1.0)
2014,889,4 (0.4),707,22 (3.1),70,3 (4.3),1666,29 (1.7)
2015,1039,1 (0.1),680,14 (2.1),24,0 (0.0),1743,15 (0.9)
2016,836,1 (0.1),821,0 (0.0),0,0 (0.0),1657,1 (0.1)
Total,9504,103 (1.1),8137,248 (3.0),572,7 (1.2),"18,213",358 (2.0)
aOther chemical drugs except antibiotics (OCD),,,,,,,,
