0,1,2,3,4,5
"Table 1 Inhibitory effect of the dimeric adamantane compounds on p7 protein in GTs 1a, 1b, 2a, 3a, and 4ac",,,,,
Compound,,,,,
,IC50 (nM) ± SEM*,,,,
,GT1a,GT1b,GT2a,GT3a,GT4a
amantadine,0.7±0.4 (5),0.6±0.1 (6),".1,000 (5)",.100 (4),3.2±1.2 (5)
rimantadine,0.7±0.1 (5),1.7±1.2 (8),24±4 (5),1.6±0.6 (5),3.0±0.8 (4)
2a,0.4±0.1 (5),1.2±0.2 (3),2.8±0.3 (4),2.0±0.4 (4),1.2±0.2 (4)
2b,0.4±0.1 (4),0.5±0.4 (3),0.9±0.1 (3),0.9±0.3 (4),0.4±0.1 (5)
2c,1.0±0.2 (7),0.7±0.2 (4),0.8±0.1 (6),0.6±0.1 (9),0.8±0.1 (7)
2d,0.9±0.1 (3),1.0±0.3 (4),0.6±0.1 (4),0.6±0.1 (4),0.9±0.2 (4)
2e,0.6±0.1 (4),1.1±0.2 (4),0.4±0.1 (3),0.6±0.1 (5),0.4±0.1 (6)
4a,na,1.1±0.3 (3),na,na,0.7±0.2 (4)
4b,na,0.6±0.2 (4),na,na,2.0±0.1 (3)
4c,na,1.1±0.1 (3),na,na,0.5±0.1 (4)
4d,0.8±0.2 (3),2.3±0.2 (4),na,na,1.1±0.1 (4)
4e,na,1.0±0.3 (7),na,na,0.8±0.3 (6)
1c,1.2±0.3 (4),0.5±0.1 (4),.100 (4),1.0±0.1 (4),0.8±0.1 (4)
5a,1.3±0.2 (4),1.0±0.2 (6),na,na,0.9±0.1 (4)
Note: *Numbers in parentheses indicate the number of cells used for measurements.,,,,,
