0,1,2,3,4
Table 2. The inhibitory effect of the tested compounds against the proliferation of murine leukemia,,,,
"(L1210), human T-lymphocyte (CEM) and human cervix carcinoma cells (HeLa).",,,,
,,IC50,a (µM),
Compound,,,,
,L1210,CEM,HeLa,HMEC-1
7,>250,206 ± 42,48 ± 8,138 ± 38
8,≥250,≥250,>250,>250
11,177 ± 16,229 ± 18,109 ± 5,>250
14a,>250,187 ± 25,>250,>250
14b,>250,148 ± 59,204 ± 65,>250
14c,≥250,124 ± 19,172 ± 20,≥250
14d,156 ± 40,119 ± 3,150 ± 11,180 ± 54
14e,>250,>250,≥250,≥250
14f,>250,158 ± 4,168 ± 26,>250
14g,>250,168 ± 29,215 ± 49,≥250
14h,196 ± 32,171 ± 25,154 ± 22,222 ± 39
14i,>250,≥250,>250,>250
15a,28 ± 1,60 ± 27,88 ± 5,185 ± 40
15b,14 ± 1,56 ± 20,62 ± 20,152 ± 1
15c,20 ± 3,52 ± 34,62 ± 1,152 ± 0
15d,17 ± 3,22 ± 0,55 ± 2,92 ± 43
15e,42 ± 15,196 ± 60,>250,>250
15f,23 ± 3,60 ± 13,87 ± 21,152 ± 1
15g,24 ± 3,66 ± 20,84 ± 16,152 ± 1
15h,26 ± 2,29 ± 11,61 ± 15,151 ± 0
15i,31 ± 2,137 ± 72,>250,>250
16a,66 ± 7,69 ± 1,44 ± 19,154 ± 1
16b,>250,176 ± 37,54 ± 21,118 ± 71
16c,34 ± 9,55 ± 23,29 ± 17,136 ± 22
16d,70 ± 52,95 ± 4,81 ± 4,126 ± 37
16e,111 ± 39,127 ± 14,132 ± 2,>250
16f,68 ± 11,71 ± 21,42 ± 21,155 ± 6
16g,71 ± 1,79 ± 4,76 ± 8,148 ± 3
16h,64 ± 11,66 ± 0,56 ± 16,152 ± 1
16i,>250,>250,86 ± 6,>250
17a,177 ± 76,214 ± 5,101 ± 78,n.d
17b,>250,120 ± 7,69 ± 12,n.d
17c,>250,≥250,≥250,n.d
17d,>250,>250,116 ± 60,n.d
17e,>250,>250,72 ± 58,n.d
17f,>250,>250,130 ± 77,n.d
17g,>250,>250,97 ± 42,n.d
17h,142 ± 2,109 ± 3,66 ± 3,n.d
17i,>250,>250,112 ± 58,n.d
Amonaﬁde,1.0 ± 0.4,0.54 ± 0.50,2.0 ± 1.2,0.31 ± 0.00
,"a 50% Inhibitory concentration or compound concentration required to inhibit tumor cell proliferation by 50%,",,,
