0,1,2,3,4,5,6
,,Table 1. Cont.,,,,
,,Microneutralization Assay,,,Nasal Swabs RT-PCR,
Sampling Variable,,,,,,
,No. Tested,No.,(Positive),No. Tested,,"No.
(Positive)"
Luxor,238,,197 (82.7),236,,16 (6.7)
Matrouh,715,,297 (41.5),728,,16 (2.1)
Sharkia,90,,67 (74.4),90,,0 (0)
p-value,,<0.0001,,,<0.0001,
Age,,,,,,
Juvenile,447,,72 (16.1),462,,8 (1.7)
Adult,1586,,1329 (84),1768,,175 (9.8)
p-value,,<0.0001,,,<0.0001,
Sex,,,,,,
Male,1400,,1053 (75.4),1592,,169 (10.6)
Female,633,,348 (55),638,,14 (2.05)
p-value,,<0.0001,,,<0.0001,
Animal Origin,,,,,,
Imported,922,,798 (86.5),1099,,147 (13.3)
Local,1111,,603 (54.2),1131,,36 (3.1)
p-value,,<0.0001,,,<0.0001,
Total,2033,,1401 (68.9),2230,,183 (8.2)
Sampling Site,,,,,,
Gandon,28,,18 (64.2),0,,0
Ndaye,23,,23 (100),23,,1 (4.3)
Gantour,20,,19 (95),20,,1 (5)
Ndoye,43,,30 (69.7),16,,3 (18.7)
Tongon,13,,3 (23.07),13,,0 (0)
Toug,37,,36 (97.2),21,,0 (0)
Rao,34,,0,34,,2 (5.8)
p-value,<0.0001,,,,,ns
Age,,,,,,
Juvenile,17,,5 (29.4),15,,2 (13.3)
Adult,181,,124 (68.5),112,,5 (4.4)
p-value,,<0.01,,,ns,
Sex,,,,,,
Male,16,,7 (43.7),15,,2 (13.3)
Female,182,,122 (67),112,,5 (4.4)
p-value,,ns,,,ns,
Total,198,,129 (65.1),127,,7 (5.5)
