0,1,2,3,4,5
,Community,Community cohort,Inpatients,"Historical-FLU, public","Historical-FLU, medical"
,cohort (n = 507),with ARI (n = 99),(n = 142),health indicationsc (n = 65),indicationsd (n = 63)
Age in years,,,,,
Median (IQR),43 (25–52),39 (21–50),61 (52–67),32 (26–40),41 (25–53)
Age group (%),,,,,
< 20,97 (19.1),24 (24.5),0 (0.0),0 (0.0),0 (0.0)
20–39,129 (25.4),27 (27.5),14 (9.9),48 (73.9),28 (44.4)
40–59,233 (46.0),44 (42.9),51 (35.9),16 (24.6),24 (38.1)
60+,48 (9.5),4 (5.1),77 (54.2),1 (1.5),11 (17.5)
Gender (%),,,,,
Female,295 (58.4),59 (59.6),47 (33.1),25 (38.5),33 (52.4)
Medical conditions (%),,,,,
Diabetes,52 (10.3),7 (7.1),30 (21.1),0 (0.0),16 (25.4)
Asthma,33 (6.5),7 (7.1),36 (25.4),2 (3.1),20 (31.8)
COPD,3 (0.6),1 (1.0),19 (13.4),1 (1.5),1 (1.6)
Heart disease,8 (1.6),0 (0.0),26 (18.3),1 (1.5),4 (6.4)
Others,10 (2.0),2 (2.0),43 (30.3),3 (4.6),6 (9.5)
