0,1,2,3,4
,Sequenced,,,
,"NRC-2015 Clade, No. (%)","Other Clades, No. (%) (n",,
Characteristic,(n = 24),= 10),"No Sequence, No. (%) (n = 53)","Total, No. (%) (n = 87)"
Sex,,,,
Male,17 (71),6 (60),39 (74),62 (71)
Female,7 (29),4 (40),14 (26),25 (29)
"Age group, y",,,,
18–34,2 (8),1 (10),13 (25),16 (18)
35–64,14 (58),9 (90),24 (45),47 (54)
≥65,8 (33),0 (0),15 (28),23 (26)
Unknown,0 (0),0 (0),1 (2),1 (1)
Nationality,,,,
Saudi,14 (58),6 (60),36 (68),56 (64)
Non-Saudi,10 (42),4 (40),17 (32),31 (36)
Underlying illness,,,,
Any,14 (58),7 (70),30 (57),51 (59)
Diabetes,10 (42),4 (40),16 (30),30 (34)
Heart disease,1 (4),1 (10),3 (6),5 (6)
Hypertension,10 (42),1 (10),16 (30),27 (31)
Exposure classification,,,,
Household,1 (4),2 (20),10 (19),13 (15)
Healthcare provider,4 (17),1 (10),9 (17),14 (16)
Inpatient,3 (13),3 (30),15 (28),21 (24)
Hospital visitor,6 (25),2 (20),8 (15),16 (18)
Sporadica,8 (33),1 (10),4 (8),13 (15)
Undeterminedb,2 (8),1 (10),7 (13),10 (11)
Hospitalized,,,,
No,0 (0),0 (0),10 (19),10 (11)
"Yes, survived",10 (42),4 (40),22 (42),36 (41)
"Yes, died",14 (58),6 (60),21 (40),41 (47)
