0,1,2,3,4,5,6,7
Table 1. Patients demographics.,,,,,,,
,,Maryland Site,,,Utah Site,,
,,Patient Base,Study Sample,ARI Cases,Patient Base,Study Sample,ARI Cases
Category,Sub-category,"n = 206,561","n = 5,127",n = 142,"n = 47,257","n = 10,250",n = 138
Age,",21 y",0.2,0,0,0.3,0,0
,21–30 y,2.3,1.7,3.5,4.5,1.1,3.6
,31–40 y,7.9,4.7,11.3,5.5,2.7,3.6
,41–50 y,15.9,14.9,28.2,9.1,7.5,13
,51–60 y,20.6,24.4,25.4,23.3,23.7,37
,61–70 y,13.6,16.5,14.1,18.8,21.5,18.1
,71–80 y,20.7,25.9,12.7,23.1,30.5,15.2
,81–90 y,15.2,11.4,4.9,14.9,12.7,8.7
,91–100 y,2.4,0.5,0,0.5,0.2,0.7
Sex,Male,86,91,88.7,92,96.1,92
,Female,14,9,11.3,8,3.9,8
Race,White,56.2,52.3,49.5,93.4,93.8,90.1
,African,42.8,46.4,50.5,1.6,1.1,0
,Hispanic,0.5,0.7,0,3.4,3.5,4.6
,Other,0.5,0.6,0,1.5,1.5,5.3
