0,1,2,3,4,5,6,7,8,9
"Table 2 Incidence risk ratios of suicide for deceased aged 25–59 by day of the week, Hong Kong, 2001-2008",,,,,,,,,
,Working (n = 701),,,Non-working (n = 878),,,Overall,(n = 1649) a,
Men,Women,All,Men,Women,All,Men,,Women,All
(n = 498),(n = 203),,(n = 571),(n = 307),,(n = 1124) b,,(n = 525) c,
1.11,1.45,1.209,1.00,1.38,1.11,1.04,,1.41,1.152
1.91 *,1.55,1.806 *,1.45 *,1.65 *,1.505 *,1.64 *,,1.61 *,1.633 *
1.68 *,1.10,1.507 *,1.05,1.81 *,1.264,1.31 *,,1.50 *,1.367 *
1.17,1.50,1.269,1.11,1.31,1.165,1.13,,1.39,1.209
1.21,1.35,1.254,1.09,1.73 *,1.275,1.14,,1.57 *,1.266 *
1.30,1.05,1.224,1.00,1.54,1.154,1.13,,1.33,1.184
1,1,1,1,1,1,1,,1,1
