0,1,2,3,4,5,6
Table 2.,Summary of Positive Results from Pathogen Discovery Performed on Desmodus rotundus.,,,,,
Assay,Blood clot,Serum,Fecal swab,Oral swab,Urine,Total
Herpesvirus,,,,,,
DrHV-1,3/89,1/89,1/103,29/103,0/12,34/396
DrHV-2,0/89,0/89,0/103,1/103,0/12,1/396
Total,3/89,1/89,1/103,30/103,0/12,35/396
Adenovirus,,,,,,
DrAdV-1,0/89,0/89,9/103,0/103,0/12,9/396
DrAdV-2,0/89,0/89,5/103,0/103,0/12,5/396
Total,0/89,0/89,14/103,0/103,0/12,14/396
Rhabdovirus,,,,,,
DrRV-1,0/89,0/89,1/103,0/103,0/12,1/396
Bartonella,35/89,3/89,5/103,0/103,0/12,43/396
