0,1,2,3,4,5,6,7
Table 4 Running-start misincorporation assay of various mismatches with Mg2+ or Zn2+,,,,,,,
aCation,bBase,"cVmax,rel",dKm,Vmax/Km,eMisinsertion,fRelative,gP-value
,pair,,,,"ratio, fins",fidelity,
,,,μM,μM−1,,,
hMg2+,C.G,2.9 ± 1.1,0.68 ± 0.33,4.3 ± 1.3,1,,
,G.C,1.4 ± 0.26,1.2 ± 0.64,1.2 ± 0.6,1,,
,C.T,0.55 ± 0.14,1863 ± 670,2.9 (±0.33) x 10−4,6.7 (±2.6) x 10−5,,
,C.A,0.50 ± 0.06,825 ± 217,6.1 (±1.1) x 10−4,1.4 (±0.3) x 10−4,,
,C.C,0.09 ± 0.07,312 ± 166,2.9 (±0.8) x 10−4,6.7 (±1.9) x 10−5,,
,G.T,0.36 ± 0.16,242 ± 50,1.5 (±0.9) x10−3,1.3 (±0.8) x10−3,,
,G.A,0.38 ± 0.11,1515 ± 85,2.5 (±0.6) x 10−4,2.1 (±0.5) x 10−4,,
Zn2+,C.G,8.2 ± 5.5,0.19 ± 0.09,43 ± 11,1,,
,G.C,5.8 ± 5.1,5.1 ± 4.7,1.3 ± 0.6,1,,
,C.T,0.19 ± 0.07,244 ± 102,7.8 (±0.97) x 10−4,1.8 (±0.8) x 10−5,3.7,0.028
,C.A,0.55 ± 0.33,518 ± 43,1.1 (±0.6) x 10−3,2.5 (±1.6) x 10−5,5.6,0.0023
,C.C,0.05 ± 0.01,224 ± 104,2.2 (±1.4) x 10−4,5.1 (±5.6) x 10−6,13.1,0.029
,G.T,0.2 ± 0.08,914 ± 378,2.2 (±0.7) x 10−4,1.6 (±0.6) x 10−4,8.1,0.038
,G.A,N.D.,,,,,
aThe extension reactions were carried as described in Materials and Methods using either 2 mM free Mg2+ or 0.4 mM free Zn2+. Free cation concentration was,,,,,,,
