0,1,2,3,4,5,6
Relich et al.,,,,,,
TABLE 1 Demographics of,,,the clinical study population in prospective arm 1,,,
,No.,(%) of subjects,,,,
Parameter,Site 1,Site 2,Site 3,Site 4,Site 5,All sites
Sex,,,,,,
Male,56 (40.9),180 (42.3),56 (45.2),11 (44.0),164 (48.2),467 (44.4)
Female,81 (59.1),246 (57.7),68 (54.8),14 (56.0),176 (51.8),585 (55.6)
Total,137,426,124,25,339,"1,052"
"Age, yrs",,,,,,
(cid:7)18,76 (55.5),263 (61.7),92 (74.2),22 (88.0),326 (95.9),779 (74.0)
(cid:2)18,61 (44.5),163 (38.3),32 (25.8),3 (12.0),14 (4.1),273 (26.0)
Total,137,426,124,25,339,"1,052"
