0,1,2,3,4
"samples collected from the recruited participants, sample tested and sample",,,,
identified as human rhinovirus (HRV) positive per month.,,,,
,Total number,Total number,Total number,Total number of
Month,of participants,of samples,of samples,sample identified
,recruited,collected,tested,as HRV positive
December,153,153,153,11
January,335,333,332,41
February,466,465,465,89
March,457,457,457,72
April,446,445,445,87
May,468,468,467,86
June,557,555,555,66
July,542,542,541,70
August,607,607,607,144
September,579,579,579,164
October,566,566,566,138
November,574,574,574,89
Total,5750,5744,5741,1057
