0,1,2,3,4,5,6,7,8,9,10
"the mean content (mg·g−1), and the results are tabulated in Table 3.",,,,,,,,,,
,Table 3. The contents (mg g–1) of eight targets in 21 commercial samples (n = 3).,,,,,,,,,
,,,,,,Content b (mg g–1),,,,
Name,No.a,,,,,,,,,
,,1 c,2,3,4,5,6,7,9,Total
Prepared slices,S-01,0.137,0.414,5.938,6.605,0.492,0.525,0.776,4.051,18.937
,S-02,0.022,0.279,1.529,1.500,0.293,0.377,0.899,0.870,5.768
,S-03,0.042,0.436,2.389,2.094,0.343,0.465,0.789,1.210,7.767
,S-04,0.024,0.283,2.465,2.293,0.342,0.336,0.414,1.190,7.347
,S-05,0.019,0.278,3.331,3.355,0.347,0.345,0.551,1.977,10.203
,S-06,0.037,0.416,1.178,1.413,0.372,0.424,0.732,0.401,4.974
,S-07,0.021,0.384,1.416,1.750,0.336,0.347,0.483,0.574,5.310
,S-08,0.336,0.345,1.950,2.441,0.348,0.379,0.436,0.501,6.735
Crude herbs,S-09,0.056,0.083,5.929,6.605,0.114,0.095,0.057,10.020,22.959
,S-10,0.022,0.057,7.345,6.565,0.127,0.132,0.083,9.458,23.790
,S-11,0.028,0.070,5.286,6.424,0.120,0.116,0.070,10.130,22.244
,S-12,0.035,0.084,3.934,5.660,0.124,0.137,0.123,7.235,17.333
,S-13,0.048,0.057,6.396,6.534,0.105,0.135,0.062,6.747,20.084
,S-14,0.040,0.059,5.507,6.253,0.122,0.327,0.084,9.611,22.003
,S-15,0.033,0.070,6.628,5.713,0.105,0.207,0.054,5.498,18.309
Granules,S-16,N.D. d,0.045,N.D.,N.D.,0.006,0.008,0.085,0.330,0.473
,S-17,0.004,0.022,N.D.,N.D.,N.D.,N.D.,0.027,0.094,0.147
,S-18,N.D.,0.058,N.D.,N.D.,0.003,0.005,0.075,0.576,0.716
,S-19,N.D.,0.021,N.D.,N.D.,0.001,N.D.,0.033,0.100,0.154
,S-20,0.006,0.061,N.D.,N.D.,0.007,0.006,0.087,0.515,0.681
,S-21,0.036,0.053,N.D.,0.102,0.012,0.010,0.067,0.169,0.448
,"a No. means sample numbers as listed in Table 4; b Values in mg g−1 of dry raw materials; and in mean ± SD, n = 3, the",,,,,,,,,
