0,1,2,3,4,5
,"Table 4. Characteristics of patients and timing of specimen collection and testing, April 21, 2009 to February 25, 2010, sentinel network,",,,,
"Ontario, Canada",,,,,
,No virus detected,Single infection,Co-infection,,Chi-square
Patient characteristics,n (%),n (%),n (%),Overall number,P-value
Patients,n = 350 (34Æ4),n = 512 (50Æ2),n = 156 (15Æ3),n = 1018,
Age category (years),,,,,
0–4,28 (27Æ5),51 (50Æ0),23 (22Æ5),102,<0Æ001*
5–14,44 (22Æ3),115 (58Æ4),38 (19Æ3),197,
15–29,85 (30Æ1),148 (52Æ3),50 (17Æ7),283,
30–54,121 (40Æ7),145 (48Æ8),31 (10Æ4),297,
55–64,34 (44Æ2),38 (49Æ4),5 (6Æ5),77,
65+,38 (61Æ3),15 (24Æ2),9 (14Æ52),62,
Median (Range),34 (0–92),20 (0–96),18 (0–88),23 (0–96),
Sex,,,,,
Female,207 (34Æ6),303 (50Æ6),89 (14Æ9),599,0Æ8
Male,143 (34Æ1),209 (49Æ9),67 (16Æ0),419,
Chronic Condition,,,,,
No,267 (33Æ6),412 (51Æ8),116 (14Æ6),795,0Æ4
Yes,82 (37Æ4),98 (44Æ8),39 (17Æ8),219,
Unknown,1 (25Æ0),2 (50Æ0),1 (25Æ0),4,
Time to specimen collection** (days),,,,,
0–2,192 (32Æ9),282 (48Æ5),108 (18Æ6),582,<0Æ01*
3–7,158 (36Æ3),230 (52Æ8),48 (11Æ0),436,
Median (Range),2 (0–7),2 (0–7),2 (0–7),2 (0–7),
