0,1,2,3,4,5,6,7,8,9,10
,Table 4 Detection rate in all samples per month,,,,,,,,,
,April,,May,,June,,July,,Total,
,Number,% (95% CI),Number,% (95% CI),Number,% (95% CI),Number,% (95% CI),Number,% (95% CI)
Influenza B,1,0.2 (0-0.92),,,1,0.1 (0-0.7),,,2,
Influenza C,2,0.3 (0-1.2),,,,,,,2,
Parainfluenza 1,5,0.8 (0.-2),2,0.3 (0-1.1),18,2.3 (1-3.7),37,3 (2.1-4.1),62,1.9 (1.4-2.4)
Parainfluenza 2,0,,,,1,0.1 (0-0.7),4,0.3 (0-0.8),5,
Parainfluenza 3,48,7.9 (6-10),42,6.5 (4.7-8.7),21,2.7 (1.7-4.1),23,1.9 (1.2-2.8),134,4.1 (3.3-4.9)
Parainfluenza 4,0,,,,3,0.4 (0-1.1),3,0.2 (0-0.7),6,
Rhinovirus,64,10.6 (8.24-13.3),52,8 (6-10.4),58,7.5 (5.7-9.6),114,9.3 (7.7-11),288,8.9 (7.9-9.9)
Coronavirus,11,1.8 (0.9-3.2),9,1.4 (0-2.6),5,0.6 (0-1.5),5,0.4 (0-0.1),30,0.9 (0.6-1.3)
Adenovirus,14,2.3 (1.2-3.9),25,3.9 (2.5-5.7),24,3.1 (2-4.6),50,4.1 (3-5.3),113,3.5 (2.9-4.2)
Human metapenumovirus,6,1 (0.3-2.2),15,2.3 (1.3-3.8),17,2.2 (1-3.5),15,1.2 (0.6-2),53,1.6 (1.2-2.1)
Respiratory syncitial virus,21,3.5 (2.1-5.3),2,0.3 (0-1),1,0.1 (0-0.7),2,0.2 (0-0.5),26,0.8 (0-1.2)
M pneumoniae,2,0.3 (0-1.2),,,3,0.4 (0-1.1),1,0.1 (0-0.5),6,
Enterovirus,8,1.3 (0.6-2.6),7,1.1 (0-2.2),6,0.8 (0-1.6),6,0.5 (0-1),27,0.8 (0.5-1.2)
Mixed,20,3.3 (2-5),9,1.4 (0.6-2.6),21,2.7 (1.6-4.1),28,2.3 (1.5-3.3),78,2.4 (1.9-3)
Overall,202,33.4 (29.6-37.3),168,26 (22.6-29.5),198,25.6 (22.5-28.8),337,27.5 (25-30.1),905,27.9 (26.3-29.5)
Total,605,,647,,774,,1226,,3247,
