0,1,2,3,4,5,6,7,8,9
,,,,T (epidemic day to estimate the CFR; days),,,,,
CFR,r,30,40,50,60,70,80,90,100
,0.05,1.5%,1.8%,7.8%,19.1%,34.2%,49.1%,66.0%,82.6%
0.1%,0.15,13.2%,52.4%,93.8%,94.6%,95.0%,94.9%,95.0%,*
,0.25,62.1%,94.4%,95.3%,*,*,*,*,*
,0.05,4.4%,8.0%,25.1%,57.3%,82.6%,91.9%,94.8%,95.7%
0.5%,0.15,55.3%,93.6%,95.2%,95.0%,95.9%,93.8%,94.2%,*
,0.25,94.4%,95.4%,95.3%,*,*,*,*,*
,0.05,15.2%,26.9%,51.8%,86.4%,94.4%,95.2%,95.1%,96.2%
2.0%,,,,,,,,,
,0.15,90.9%,95.3%,96.0%,96.4%,96.2%,95.9%,95.0%,*
,0.25,95.5%,95.8%,95.0%,*,*,*,*,*
