0,1,2,3,4,5,6,7,8,9,10,11
,AdV,RSV,RV/EV,hBoV,PIV,A/H3N2,hCoV,hMPV,Inf B,A/H1N1p,"Total
(N = 225)"
AdV,49,9,8,9,4,1,2,2,0,0,95 (27(cid:1)3)
RSV,,26,2,1,0,3,1,0,0,0,46 (13(cid:1)2)
RV/EV,,,17,4,0,0,1,1,0,0,40 (11(cid:1)5)
hBoV,,,,13,0,1,0,1,0,0,37 (10(cid:1)6)
PIV,,,,,11,0,1,0,0,0,23 (6(cid:1)6)
A/H3N2,,,,,,16,0,0,0,0,22 (6(cid:1)3)
hCoV,,,,,,,9,0,1,0,20 (5(cid:1)7)
hMPV,,,,,,,,8,0,0,14 (4(cid:1)0)
Inf B,,,,,,,,,7,0,8 (2(cid:1)3)
A/H1N1p,,,,,,,,,,4,4 (1(cid:1)1)
1 Virus,49,26,17,13,11,16,9,8,7,4,160 (70(cid:1)5)
2 viruses,35,16,16,17,6,5,6,4,1,0,53 (23(cid:1)3)
3 Viruses,10,4,6,7,5,1,4,2,0,0,13 (5(cid:1)7)
4 Viruses,1,0,1,0,1,0,1,0,0,0,1 (0(cid:1)4)
