0,1,2,3,4,5,6,7,8,9,10
Virus,,Animal No.,,Nasal wash virus titer (log10 EID50) on indicated days {,,,,,,
,,,0,1,2,3,4,5,6,7
wt APMV-2,,1,–,0.8,–,–,–,–,–,–
,,2,–,0.8,–,–,–,1.8,–,–
,,3,–,1.5,–,0.8,–,–,–,1.3
,,4,–,1.5,–,–,–,1.5,–,–
,,Mean `,–,1.1,0.4,0.5,0.4,1.0,0.4,0.6
,rAPMV-2 (type1 Africa),1,–,–,–,–,–,0.8,–,–
,,2,–,–,–,–,–,–,–,–
,,3,–,0.8,–,0.8,–,0.8,–,1.3
,,4,–,1.5,1.5,2.5,1.5,0.8,1.3,–
,,Mean,–,0.8,0.7,1.0,0.7,0.7,0.6,0.6
wt APMV-3,,1,–,–,–,–,–,–,–,–
,,2,–,–,–,1.4,2.3,1.8,–,1.3
,,3,–,–,–,–,–,0.8,–,–
,,4,–,0.8,–,–,–,,–,–
,,Mean,–,0.5,0.4,0.6,0.9,0.8,0.4,0.6
wt,rAPMV-4,1,–,–,–,–,–,–,–,–
