0,1,2,3,4,5,6,7,8,9,10
Table 6,Study assessments—quantitative studies.,,,,,,,,,
Authors,Did,Cohort/,Exposure,Outcome,Have authors,Have authors,Was follow,Do you,Can results be,Overall
(year),study,sample,accurately,accurately,identified,accounted for,up of,believe the,more widely,quality
,address a,recruited,measured,measured,important,confounding,participants,results?,applied?,rating
,clearly,in an,to,to,confounding,factors in design,long,,,
,focused,acceptable,minimise,minimise,factors?,and/or analysis?,enough?,,,
,issue?,way?,bias?,bias?,,,,,,
"Anshel, Umscheid",Yes,Yes,Can’t tell,Yes,No,No,Can’t tell,Can’t tell,Can’t tell,Weak
& Brinthaupt,,,,,,,,,,
(2013),,,,,,,,,,
Doerner (1987),Yes,Yes,N/A,No,N/A,N/A,N/A,No,No,Weak
James & Wright,Yes,Yes,N/A,Can’t tell,N/A,N/A,N/A,Can’t tell,Can’t tell,Weak
(1991),,,,,,,,,,
Jenkins (1997),Yes,Can’t tell,N/A,Yes,N/A,N/A,N/A,Yes,Can’t tell,Moderate
Pierce & Lilly,Yes,Yes,N/A,Yes,N/A,N/A,N/A,Yes,Yes,Strong
(2012),,,,,,,,,,
"Shakespeare-Finch,",Yes,Yes,N/A,Yes,N/A,N/A,N/A,Can’t tell,Can’t tell,Moderate
Rees & Armstrong,,,,,,,,,,
(2014),,,,,,,,,,
"Sprigg, Armitage &",Yes,Can’t tell,N/A,Can’t tell,N/A,N/A,N/A,Yes,Can’t tell,Weak
Hollis (2007),,,,,,,,,,
Wastell &,Yes,Yes,Yes,Yes,Can’t tell,Can’t tell,Can’t tell,Yes,Yes,Moderate
Newman (1996),,,,,,,,,,
Weibel et al.,Yes,Can’t tell,Can’t tell,Yes,Yes,No,No,No,Can’t tell,Weak
(2003),,,,,,,,,,
