0,1,2,3,4,5,6
,,,,,,"Novel Rhinovirus Group, Strain"
,Table 1.,Identification of culturable HRV clinical,,isolates by phylogenetic tree reconstruction.,,
,. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,,,,,
,Serotype,# Isolates,NIm1A Region of VP1,,P1-P2 Region of 5’NCR,
,,,,Identity to Reference,,Identity to Reference
,,,Boot-strap Value (%),sequence (%),Boot-strap Value (%),sequence (%)
,HRV1B,1,86,90,60,97
,HRV9,1,90,91,83,96
,HRV11,1,100,91,99,98
,HRV15,1,100,90,64,96
,HRV18,1,100,94,90,96
,HRV19,11,100,89–91,98–100,95–96
,HRV21,2,100,92,93–98,97–98
,HRV28,3,99–100,87–89,99–100,97
,HRV34,3,95–100,90,100,95
,HRV36,1,90,91,75,97
...................................................................................................................,HRV38,7,100,90,98–100,92–98
,HRV43,5,100,88,100,97
,HRV47,5,99–100,90–91,87–91,97
,HRV49,4,82–94,90,84,96–97
,HRV54,4,93–95,90–91,85–95,98–99
,HRV55,3,100,95,100,97
,HRV56,9,96–99,88–89,81–94,93–95
,HRV57,1,100,95,100,98
,HRV60,1,100,90,99,95
,HRV61,1,100,93,99,95
,HRV65,1,100,94,100,99
,HRV85,2,100,90–92,61,95
,HRV89a,5,77–80,91–92,62–96,99–100
,HRV98,6,80–98,91–95,95–100,97–98
,,"a)Four isolates clustered with P1-P2 reference sequence with highly significant bootstrap values (96%), and one with lower but still significant bootstrap value (62%).",,,,
,,doi:10.1371/journal.pone.0000966.t001,,,,
