0,1,2,3,4,5
,"Table 2. Age of patients with respiratory samples positive for H1N1v, positive for other",,,,respiratory pathogens or negative.
,,Global,H1N1v positive,H1N1v negative,
,,,,,No respiratory
,,,,Other respiratory pathogens,pathogens*
,,Number (%),Number (%),Number (%),Number (%)
,,(n = 143),(n = 68),(n = 213),(n = 132)
Age (in years),",15",124 (30.0),16 (23.5),90 (42.3),18 (13.6)
,15–39,157 (38.0),32 (47.1),68 (31.9),57 (43.2)
,40–64,103 (25.0),20 (29.4),34 (16.0),49 (37.1)
,$ 65,29 (7.0),0 (0.0),21 (9.8),8 (6.1)
