0,1,2,3,4,5,6
"characteristics of
Table 2. Clinical",recruits positive for a respiratory virus*,,,,,
,Adenovirus (n = 10),,Inﬂuenza (A & B),(n = 10),RSV (n = 5),
,No. recruits,Duration,No. recruits,Duration,No. recruits,Duration
,(%),(mean days),(%),(mean days),(%),(mean days)
Symptoms,,,,,,
Cough,10 (100),4.5,10 (100),11.1,4 (80),8.3
Sore throat,10 (100),3.1,8 (80),5.0,5 (100),6.2
Nasal congestion,10 (100),3.8,10 (100),9.9,3 (60),8.7
Dyspnoea,3 (30),2.0,2 (20),5.0,0,
Wheeze,2 (20),2.0,3 (30),2.7,3 (60),2.7
"Clinical
impact",,,,,,
Absence from training (‡1 day),9 (90),3.2,10 (100),4.1,5 (100),4.4
"Conﬁnement
to sickbay",2 (20),4.0,8 (80),4.1,4 (80),4.8
Training recycling,4 (40),–,3 (30),–,1 (20),–
