0,1,2,3,4,5,6,7,8,9,10
Table 1,,,,,,,,,,
Main characteristics of studies included.,,,,,,,,,,
,,,,,,,Mean age (mean ± SD [range]),,Gender,(M/F)
,,No. of,No. of,,Original,Diagnostic tools,,,,
Author,Year,cases,controls,Region,disease,(pulmonary ﬁbrosis),Cases,Controls,Cases,Controls
Zhang HP,2015,102,266,China,IPF,HRCT /Biopsy,59.3 ± 9.9,56.7 ± 12.8,45/57,137/129
Son JY,2013,85,85,Korea,IPF,Biopsy,61 ± 8,59 ± 8,55/30,55/30
Ashamed EH,2013,60,150,Saudi Arabia,IPF,HRCT/Biopsy,61 ± 12.9,30 ± 9.6,33/27,75/75
Li XX,2011,85,85,China,IPF,HRCT /Biopsy,62.4 ± 9.5,61.9 ± 9.4,68/17,68/17
Wei MT,2008,13,66,China,Non-IPF,HRCT,NA,NA,NA,NA
Xaubet A,2003,128,140,Spain,IPF,HRCT /Biopsy,66 ± 10,34 ± 15,76/52,75/65
EI-Gamel A,1998,42,96,Britain,Non-IPF,Biopsy,39.6 (16–62),NA,NA,NA
,"HRCT = high-resolution computed tomography,",,,IPF = idiopathic pulmonary ﬁbrosis.,,,,,,
