0,1,2,3,4
Table 3. Examples of mAb production in the milk of transgenic animals (TAs),,,,
,,,Maximum level of,
Antibody binding antigen,regulatory elements,tA/constructs,antibody production,reference
,,,"in milk, mg/ml",
,,Mouse/two native,,
cD6-receptor,WAP-promoter (rabbit),,0.4,[90]
,,genes,,
envelope glycoprotein S,,Mouse/two native,,
,WAP-promoter (mouse),,5,[89]
(gastroenteritis coronavirus),,genes,,
envelope glycoprotein S,β-lactoglobulin promoter,,,
,,Mouse/two cDnA,6,[91]
(gastroenteritis virus),(sheep),,,
,,Mouse/two native,,
Br96 anti-Lewis Y,β-casein promoter (goat),,14,[86]
,,genes,,
,,Mouse/two native,,
Br96 anti-Lewis Y,β-casein promoter (goat),,4,[86]
,,genes,,
,β-casein promoter (goat) +,,,
cD20-receptor,,–“–,22.3,[92]
,insulator,,,
Surface antigen,β-casein promoter (goat) +,,,
,,–“–,32,[93]
(Hepatitis A virus),insulator,,,
Surface antigen,,,,
,–“-,–“–,17.8,[94]
(Hepatitis B virus),,,,
