0,1,2,3,4,5,6,7
Table 3. Results of,,t-tests comparing weather variables between mortality event days to non-event days.,,,,,
,2-sample Smoothed,,,2-sample Unsmoothed,,,1-sample
,Event,Non-Event,p,Event,Non-Event,p,p
1200 UTC T,20.114,20.025,0.068,20.120,20.026,0.150,0.018
1200 UTC Td,20.372,0.003,0.003,20.383,20.248,0.028,0.000
1900 UTC T,20.012,20.028,0.725,20.012,20.029,0.767,0.783
1900 UTC Td,20.053,20.138,0.036,0.056,20.032,0.139,0.181
Dry Moderate,0.013,0.005,0.984,n/a,n/a,n/a,0.239
Dry Polar,20.000,20.008,0.277,n/a,n/a,n/a,0.994
Dry Tropical,0.001,0.002,0.998,n/a,n/a,n/a,0.561
Moist Moderate,20.026,0.001,0.000,n/a,n/a,n/a,0.000
Moist Polar,0.020,20.002,0.019,n/a,n/a,n/a,0.015
Moist Tropical,0.000,0.001,0.691,n/a,n/a,n/a,0.931
Transition,20.009,0.001,0.484,n/a,n/a,n/a,0.153
