0,1,2,3,4,5,6,7,8,9,10
412,,,,,,,,C.A. Theimer and D.P. Giedroc,,
TABLE 1+ Thermodynamic parameters derived for the unfolding of MMTV-derived pseudoknots+a,,,,,,,,,,
,,Transition 1 pseudoknot r hairpin,,,Transition 2 hairpin r unfolded,,,,,
,,,,,,,total,,,
RNA,DHpredict,DHvH,tm,DHpredict,DHvH,tm,DHvH,DHcal,DG837predict,DG837
50 mM KCl,,,,,,,,,,
MMTV vpk,—,41+5 (41+7),50+2 (48+0),—,62+7 (54+5),83+0 (80+5),104,107,—,9+8
U13C,—,48+1 (51+2),60+0 (58+1),—,66+7 (51+2),85+7 (81+6),115,115,—,12+4
U13CDA14,—,44+7 (42+5),58+3 (57+4),—,64+6 (58+9),86+0 (84+9),109,108,—,11+7
0+5 mM Mg21,,,,,,,,,,
MMTV vpk,—,42+4 (42+5),61+7 (63+3),—,65+6 (52+6),89+7 (91+1),108,105,—,12+7
U13C,—,48+6 (49+6),72+5 (75+0),—,70+0 (59+7),90+8 (91+7),119,120,—,15+3
U13CDA14,—,46+7 (40+3),72+4 (74+8),—,66+4 (64+6),92+2 (92+3),113,112,—,14+8
1 M NaCl,,,,,,,,,,
MMTV vpk,53+8,52+0 (40+6),73+5 (72+9),59+1,64+9 (64+6),95+0 (94+8),117,111,15+8,15+7
U13C,53+8,56+6 (55+8),82+0 (79+9),64+1,70+5 (66+4),98+0 (95+5),127,126,17+4,18+8
U13CDA14,53+8,51+4 (41+0),81+3 (81+4),64+1,66+1 (70+0),98+3 (99+0),118,117,17+4,17+3
,aEnthalpy and free energy are reported in kcal mol21 and tm is reported in 8C+ Thermodynamic parameters for DSC data were determined,,,,,,,,,
