0,1,2,3
,,,supplementary materials
C7—N1—C1,128.99 (14),C7—C8—H8A,111.4
N2—N1—C1,118.38 (14),C9—C8—H8B,111.4
C9—N2—N1,107.64 (14),C7—C8—H8B,111.4
C2—C1—C6,120.06 (16),H8A—C8—H8B,109.3
C2—C1—N1,120.63 (15),N2—C9—C10,121.10 (15)
C6—C1—N1,119.29 (15),N2—C9—C8,112.77 (14)
C3—C2—C1,119.40 (17),C10—C9—C8,126.12 (15)
C3—C2—H2,120.3,C15—C10—C11,119.15 (15)
C1—C2—H2,120.3,C15—C10—C9,120.12 (16)
C4—C3—C2,120.92 (17),C11—C10—C9,120.72 (15)
C4—C3—H3,119.5,C12—C11—C10,120.30 (16)
C2—C3—H3,119.5,C12—C11—H11,119.8
C3—C4—C5,119.12 (16),C10—C11—H11,119.8
C3—C4—H4,120.4,C11—C12—C13,120.13 (17)
C5—C4—H4,120.4,C11—C12—H12,119.9
C6—C5—C4,120.94 (17),C13—C12—H12,119.9
C6—C5—H5,119.5,C14—C13—C12,119.95 (16)
C4—C5—H5,119.5,C14—C13—H13,120.0
C5—C6—C1,119.52 (17),C12—C13—H13,120.0
C5—C6—H6,120.2,C13—C14—C15,120.21 (16)
C1—C6—H6,120.2,C13—C14—H14,119.9
O1—C7—N1,126.50 (15),C15—C14—H14,119.9
O1—C7—C8,128.48 (15),C14—C15—C10,120.24 (17)
N1—C7—C8,105.00 (13),C14—C15—H15,119.9
C9—C8—C7,101.91 (13),C10—C15—H15,119.9
C7—N1—N2—C9,2.34 (18),O1—C7—C8—C9,−176.47 (18)
C1—N1—N2—C9,−179.20 (14),N1—C7—C8—C9,2.23 (16)
C7—N1—C1—C2,−23.6 (3),N1—N2—C9—C10,177.90 (14)
N2—N1—C1—C2,158.25 (15),N1—N2—C9—C8,−0.70 (18)
C7—N1—C1—C6,158.12 (17),C7—C8—C9—N2,−0.98 (18)
N2—N1—C1—C6,−20.0 (2),C7—C8—C9—C10,−179.50 (15)
C6—C1—C2—C3,−0.9 (3),N2—C9—C10—C15,−172.87 (15)
N1—C1—C2—C3,−179.19 (15),C8—C9—C10—C15,5.5 (3)
C1—C2—C3—C4,0.8 (3),N2—C9—C10—C11,6.0 (2)
C2—C3—C4—C5,0.3 (3),C8—C9—C10—C11,−175.62 (16)
C3—C4—C5—C6,−1.3 (3),C15—C10—C11—C12,0.0 (3)
C4—C5—C6—C1,1.1 (3),C9—C10—C11—C12,−178.90 (16)
C2—C1—C6—C5,0.0 (3),C10—C11—C12—C13,0.9 (3)
N1—C1—C6—C5,178.26 (15),C11—C12—C13—C14,−0.7 (3)
N2—N1—C7—O1,175.85 (16),C12—C13—C14—C15,−0.4 (3)
C1—N1—C7—O1,−2.4 (3),C13—C14—C15—C10,1.2 (3)
N2—N1—C7—C8,−2.88 (18),C11—C10—C15—C14,−1.0 (3)
C1—N1—C7—C8,178.87 (15),C9—C10—C15—C14,177.83 (16)
