0,1,2,3,4,5,6
TA B L E   1  Comparison of characteristics and complications by age‐groups,,,,,,
,Overall,Age <6 mo,Age 6 mo‐<5 y,Age 5 to <10 y,Age ≥10 y,
Characteristic,(n = 1272; %),(n = 167; %),(n = 687; %),(n = 270; %),(n = 148; %),P value
Male gender,719 (56.5),95 ( 56.9),381 (55.5),165 (61.1),78 (52.7),.48
Race,,,,,,
Chinese,646 (50.8),92 (55.1),353 (51.4),136 (50.3),65 (43.9),.36
Malay,384 (30.2),39 (23.4),212 (30.9),81 (30.0),52 (35.1),
Indian,149 (11.7),25 (15.0),67 (9.8),36 (13.3),21 (14.2),
Other,93 (7.3),11 (6.6),55 (8.0),17 (6.3),10 (6.8),
Nosocomial,31 (2.4),3 (1.8),15 (2.2),7 ( 2.6),6 (4.1),.69
Symptoms,,,,,,
Fever duration (d) ±SD,2.89 ± 3.08,1.50 ± 0.96,3.22 ± 3.43,3.13 ± 3.27,2.48 ± 1.80,<.001
Cough,1011 (79.4),111 (66.5),569 (82.8),219 (81.1),112 (75.7),<.001
Cough duration (d) ±SD,5.06 ± 8.92,2.87 ± 4.41,5.64 ± 9.40,4.88 ± 9.06,4.66 ± 9.18,.027
Runny nose,803 (63.1),65 (38.9),473 (68.9),177 (65.6),88 (59.5),<.001
Vomiting,373 (29.3),29 (17.4),209 (30.4),98 (36.3),37 (25.0),.001
Diarrhea,132 (10.4),9 (5.4),93 (13.5),20 (7.4),10 (6.8),.002
Wheeze,46 (3.6),2 (1.2),29 (4.2),9 (3.3),6 (4.1),.042
Influenza‐like illness,993 (78.1),105 (62.9),562 (81.8),215 (79.6),111 (75.0),<.001
Shortness of breath,111 (8.7),5 (3.0),70 (10.2),19 (7.0),17 (11.5),.006
Seizures on presentation,175 (13.7),0,130 (18.9),28 (10.4),17 (11.5),<.001
Influenza A,978 (76.9),150(90.4),566 (82.4),169 (62.6),93 (62.8),<.001
Influenza B,294 (23.1),16 (9.6),121 (17.6),101 (37.4),55 (37.2),
Influenza Subtype,,,,,,<.001
A (H1N1) pdm09,231 (18.2),35 (21.),140 (20.4),37 (13.7),19 (12.8),
A (H3N2),693 (54.5),103 (62),400 (58.2),124 (45.9),66 (44.6),
A untypeable,54 (4.2),12 (7.2),26 (3.8),8 (3.0),8 (5.4),
B Victoria,72 (5.7),4 (2.4),30 (4.4),22( 8.1),16 (10.8),
B Yamagata,207 (16.3),11 (6.6),81 (11.8),75 (27.8),39 (26.4),
B untypeable,15 (11.8),1 (0.6),10 (1.5),4 (1.5),0,
Comorbiditya,,,,,,
Comorbidity,316 (24.8),18 (10.8),140 (20.4),81 ( 30.0),77 (52.0),<.001
1 comorbidity,218 (17.1),15 (9.0),98 (14.3),60 (22.2),45 (30.4),
≥2 comorbidity,98 (7.7),3 (1.8),42 (6.1),21 ( 7.8),32 (21.6),
Prior seizure history,73 (5.7),0,35 (5.1),25 (9.3),13 (8.8),<.001
Asthma,105 (8.3),1 (0.6),39 (5.7),35 (13.0),30 (20.3),<.001
Neurologic disease,81 (6.4),0,36 (5.2),24 ( 8.9),21 (14.2),<.001
Developmental delay,61 (4.8),1 (0.6),29 (4.2),14 (5.2),17 (11.5),<.001
Malignancy,10 ( 0.8),0,3 (0.4),2 (0.7),5 (3.4),.004
Immunosuppression,6 (0.5),0,0,3 (1.1),3 (2.0),.007
Gastroesophageal reflux,18 (1.3),0,11 (1.6),3 (1.1),4 (2.7),.021
Obesity,38 (3.0),1 (0.6),10 (1.5),6 (2.2),21 (14.2),<.001
Viral coinfection,13 (1.0),1 (1.5),12 (1.7),0,0,.056
Pneumonia,56 (4.4),1 (0.6),34 (4.9),17 (6.3),4 (2.7),.045
ICU or HD,56 (4.4),4 (2.4),22 (3.2),11 ( 4.1),19 (12.8),<.001
Death/sequelae,4 (0.3),0,1 (0.1),2 (0.7),1 (0.7),.447
