0,1,2,3,4,5,6,7,8,9
Reusken,,Cross-,Nigeria,2010–2011,,pMA: 28% (100/358),4–15Y: 28% (100/358),Abattoir also serves,Abattoir
et al.,[28],sectional,,,,,,"Chad, Niger, CAR",
,,,Tunisia,2009,,pMA: 49% (99/204),,,
,,,Ethiopia,2010–2011,,pMA: 96% (181/188),⩽2Y: 30% (14/46),,Farm
,,,,,,,>2Y: 54% (85/158),,
,,,,,,,⩽2Y: 94% (29/31),,
,,,,,,,>2Y: 97% (152/157),,
Woo et al.,,Cross-,UAE,2013,Faecal: 5% (14/293),WB: 98% (58/59),<1Y: PCR 21% (13/61): 98%,,Farm
[25],,sectional,,,,IFA: 100% (59/59),(54/55),,
,,,,,,,⩾1Y: PCR: 0% (1/232):,,
,,,,,,,100% (4/4),,
Al Hammadi,,Human,UAE,2015,Nasal: 100% (8/8),ppNT: 100% (5/5),"Female: 100% (5/5)
<1Y: 100% (4/4)",Oman,Border screening
et al.,[71],outbreak,,,,,10Y: 100% (1/1),,
,,investigation,,,,,,,
Chu et al.,,Cross-,Nigeria,2015,Nasal: 11% (14/132),ppNT: 95% (125/131),>6Y: 95% (125/131),,Abattoir
[72],,sectional,,,,,,,
Crameri et al.,,Cross-,Australia,2013–2014,,VNT: 0% (0/307),,,Abattoir: 231
[58],,sectional,,,,,,,Feral camel muster: 76
Deem et al.,,Cross-,Kenya,2013,,pMA: 50% (166/335),<6m: 36% (22/61),,Farm: 48% (124/261)
[40],,sectional,,,,,6m–2Y: 30% (24/80),,Nomadic: 57% (42/74)
,,,,,,,>2Y: 62% (120/194),,
Farag et al.,,Cross-,Qatar,2014,Nasal: 60% (61/101),pMA: 97% (100/103),<1Y: PCR: 68% (50/73),,Abattoir
[26],,sectional,,,Oral: 23% (23/102),,⩾1Y: PCR: 39% (11/28),,
,,,,,Rectal: 15% (15/103),,,,
,,,,,Bronchial: 7% (7/101),,,,
,,,,,Lymph nodes: 9%,,,,
,,,,,(5/53),,,,
Gutierrez,,Cross-,Canary Islands,2015,,"ELISA: 4% (7/170)
Male: 0% (0/101)",⩾2Y: 4% (7/170),African: 41% (7/17),Farm
et al.,[33],sectional,,,,,"Female: 10% (7/69)
All positives were aged",,
,,,,,,,20–26Y,Local: 0% (0/153),
Khalafalla,,Longitudinal,KSA,2013–2014,Nasal: 29% (28/96),,<4Y: 42% (15/36),,"Abattoir,
live animal"
et al.,[20],,,,,,⩾4Y: 22% (13/60),,"market, veterinary"
,,,,,,,,,hospital
,,,,,Lung tissue 62%,,,,
,,,,,(56/91),,,,
Shirato et al.,,Cross-,Japan,2015,Nasal: 0% (0/4),ELISA: 0% (0/5),"Male: nasal PCR 0% (0/1)
<2Y: 0% (0/1)",,"Zoo
Bactrian camels:"
[47],,sectional,,,Rectal: 0% (0/18),0% (0/1),>5Y: PCR 0% (0/3) 0% (0/3),,PCR: 0% (0/6)
,,,,,Oral: 0% (0/10),,Female: nasal PCR 0%,,ELISA: 0% (0/6)
,,,,,,(0/3) 0% (0/4),,,
Wernery,,Cross-,UAE,2015,Nasal: 0% (0/254),ELISA: 92% (234/254),"Female: ELISA 99%
0–3m: ELISA: 75% (24/32)",,Farm
et al.,[55],sectional,,,Milk: 0% (0/1333),(132/133),4m: ELISA: 79% (11/14),,
,,,,,,,5–6m: ELISA: 89% (41/46),,
,,,,,,,7–12m: ELISA: 90% (26/29),,
,,,,,,,>12m: ELISA: 99%,,
,,,,,,,(132/133),,
