0,1,2,3
"studies [37,39,40]. Since that time, two additional vaccines have entered into clinical trials (Table 1).",,,
,Table 1. Zika vaccines in clinical development.,,
,,Development,Clinical Trials Gov
Vaccine Type/Vaccine Name,Developer,,
,,Phase,Designation
Inactivated virus,,,
,,,NCT02937233
,,,NCT02952833
ZPIV,WRAIR,Phase I,
,,,NCT03008122
,,,NCT02963909
PIZV,Takeda,Phase I,NCT03343626
VLA-1601,Valneva,Phase I,NCT03425149
Attenuated live virus,,,
rZIKV/D4∆30-713,NIAID,Phase I,NCT03611946
DNA,,,
,,,NCT02809443
GLS-5700,GeneOne/Inovio,Phase I,
,,,NCT02887482
ZKADNA085-00-VP,VRC,Phase I,NCT02840487
,,,NCT02996461
ZKADNA085-00-VP,VRC,Phase II,
,,,NCT03110770
mRNA,,,
mRNA-1325,Moderna,Phase I,NCT03014089
Viral vectored,,,
MV-Zika (Measles vectored),Themis,Phase I,NCT02996890
