0,1,2,3
"Johnson and Wang Virology Journal 2014, 11:4",,,Page 14 of 17
http://www.virologyj.com/content/11/1/4,,,
Liying Sun,Paul Targett-Adams,David Tscharke,
China,Sweden,Australia,
Sujatha Sunil,Geraldine Taylor,Chien-Te Kent Tseng,
India,UK,USA,
Camille Sureau,John Taylor,Konstantin Tsetsarkin,
France,USA,USA,
Manika Suryadevara,Jens Peter Teifke,Koji Tsujimura,
USA,Germany,Japan,
Veluvarthy Suryanarayana,Bud C. Tennant,Ikuo Tsunoda,
India,USA,USA,
Gerd Sutter,Robert Tesh,Tamás Tuboly,
Germany,USA,Hungary,
Troy Sutton,Robert Thimme,Tom Tucker,
USA,Germany,USA,
Fumitaka Suzuki,Paul Thomas,Dann Turner,
Japan,USA,UK,
Nobuhiro Suzuki,Zhijun Tian,Stuart Turville,
Japan,China,Australia,
William Switzer,Peter Tijssen,Mudit Tyagi,
USA,Canada,USA,
Gulam Syed,Suresh Tikoo,Sukathida Ubol,
USA,Canada,Thailand,
Gilda Tachedjian,Laurence Tiley,Takamasa Ueno,
Australia,UK,Japan,
Yasuhiro Takeuchi,Kelvin To,Susan Uprichard,
UK,Hong Kong,USA,
Takenori Takizawa,Stephen Mark Tompkins,Thomas Urban,
Japan,USA,USA,
Wenjie Tan,Huahua Tong,Cica Urbino,
China,USA,France,
Yasuhito Tanaka,Noel Tordo,Astrid Vabret,
Japan,France,France,
Yong Tang,Jenny-Ann Toribio,Felipe Vaca,
China,Australia,France,
Koki Taniguchi,Montserrat Torremorell,Thomas Vahlenkamp,
Japan,USA,Germany,
Tawesak Tanwandee,Gloria Trallero,Steven Van Borm,
Thailand,Spain,Belgium,
Mi-Hua Tao,Alfonsina Trento,Lia van der Hoek,
Taiwan,Spain,Netherlands,
Xiaorong Tao,Joanne Trgovcich,Tonja van der Kuyl,
China,USA,Netherlands,
Zexin Tao,Morten Tryland,Wim Van der Poel,
China,Norway,Netherlands,
