0,1,2,3,4,5
,Table 1. Demographics of Trauma ALI SNP Consortium (TASC) subjects.,,,,
,,Phase 1 (n = 2866),,Phase 2 (n = 495),
,,Cases (n = 600),Controls (n = 2266),Cases (n = 212),Controls (n = 283)
Gender,,n = 596,,,
Males (%),,419 (70%),1287 (57%),158 (75%),206 (73%)
Female (%),,177 (30%),979 (43%),54 (25%),77 (27%)
Age in years,,n = 589,n = 2250,n = 195,n = 270
,,44.78 (620.05),8.64 (65.72),44.32 (619.66),38.90 (620.76)
ISS,,n = 542,,n = 194,n = 266
,,26.97 (69.98),NA,27.77 (610.44),23.94 (610.72)
Blunt,Injury (%),n = 528,,n = 180,n = 173
,,488 (92%),NA,168 (93%),149 (86%)
