0,1,2,3,4,5,6,7
,,,,These data highlight the role of the host transcription inhibition function of NSs in RVFV,,,
,,,virulence.,,,,
Table 3. Summary of the phenotypic properties of MP-12 carrying mutated NSs.,,,,,,,
,PKR,SAP30,Transcription,Inhibition of IFN-β,p53,Cytotoxicity (%,Virulence in young
,degradation,Binding,inhibition,mRNA transcription,stabilization,cell viability),mice (% survival)
MP-12,Yes,Yes,Strong,Strong,Strong,10,45
MP-,Yes,Yes,Moderate,Strong,Moderate,61,80
12-M250K,,,,,,,
MP-12-R16H/,Yes,Yes,No inhibition,Moderate,Weak,89,100
M250K,,,,,,,
,doi:10.1371/journal.pntd.0005047.t003,,,,,,
