0,1,2,3
,,,Rhinovirus C and Cystic Fibrosis
,"Table 1. Respiratory viruses and clinical status of 103 children with cystic fibrosis , Brazil, 2006–2007",,
,No. samples collected during,No. samples collected during,
Virus,"routine visits, n = 266","respiratory exacerbations, n = 142",Total no. (%) samples
Rhinovirus,91,48,139 (34.1)
Enterovirus,13,11,24 (5.9)
Human bocavirus,14,9,23 (5.6)
Human coronavirus,13,6,19 (4.7)
Respiratory syncytial virus,7,8,15 (3.7)
Influenza A,1,3,4 (1.0)
Human metapneumovirus,1,2,3 (0.7)
Influenza B,1,0,1 (0.2)
Parainfluenza 1,0,1,1 (0.2)
Parainfluenza 2,0,1,1 (0.2)
Parainfluenza 3,0,1,1 (0.2)
Adenovirus,0,1,1 (0.2)
