0,1,2,3,4
Table 5.,Expression of,inﬂuenza signature genes in infected hNECs at 48 hpi detected by H3N2,,
microarray and RNAseq.,,,,
Gene name,Microarray LogFC 48 h,Microarray FDR 48 h,RNAseq LogFC 48 h,RNAseq FDR 48 h
,,−6,,−8
ZBP1,1.30628,1.04 × 10,6.97086,2.70 × 10
,,−6,,−23
IFI6,3.78685,6.67 × 10,6.30199,1.80 × 10
,,−7,,−10
CD38,3.61175,5.88 × 10,5.699259,2.10 × 10
,,−8,,−17
MX1,3.17584,1.57 × 10,5.339009,3.48 × 10
,,−8,,−12
HERC5,3.53433,1.65 × 10,5.28321,6.89 × 10
,,−8,,−6
IFIH1,4.08252,5.01 × 10,3.972719,7.51 × 10
,,−8,,−16
HERC6,3.10932,9.16 × 10,3.843258,7.15 × 10
,,−7,,−15
RTP4,2.41668,6.25 × 10,3.25471,7.28 × 10
,,−8,,−2
PARP12,2.02756,4.75 × 10,2.11728,1.99 × 10
,,−5,,−12
LY6E,1.11967,6.02 × 10,1.989543,8.74 × 10
,,−4,,−8
LGALS3BP,0.863641,7.59 × 10,1.336304,1.57 × 10
