0,1,2,3,4,5,6
Table 3.,Animals exposures in slaughterers and animal health workers.,,,,,
,Slaughterers,,,Animal health workers,,
,Dong Thap,Dak Lak,Total,Dong Thap,Dak Lak,Total
Interviewed cohort members,33,67,100,30,31,61
"Reported exposure, N",33,67,100,30,31,61
Chicken,18 (54.5),35 (52.2),53 (53.0: 43.3–62.5),29 (96.7),31 (100.0),60 (98.4: 91.3–99.7)
Duck,18 (54.5),35 (52.2),53 (53.0: 43.3–62.5),29 (96.7),26 (83.9),55 (90.2: 80.2–95.4)
,,,,,,(P = 0.013)
Muscovy duck,18 (54.5),30 (44.8),48 (48.0: 38.5–57.7),22 (73.3),13 (41.9),35 (57.4: 44.9–69.0)
Pig,15 (45.5),31 (46.3),46 (46.0: 36.6–55.7),29 (96.7),31 (100.0),60 (98.4: 91.3–99.7)
Cattle,,16 (23.9),16 (16.0: 10.1–24.4),25 (83.3),31 (100.0),56 (91.8: 82.2–96.5)
,,,(P = 0.001),,,(P = 0.024)
Geese,,16 (23.9),16 (16.0: 10.1–24.4),8 (26.7),5 (16.1),13 (21.3: 12.9–33.1)
,,,(P = 0.001),,,
Buffalo,,11 (16.4),11 (11.0: 6.3–18.6),6 (20.0),11 (35.5),17 (27.9: 18.2–40.2)
,,,(P = 0.014),,,
Rabbit,,8 (11.9),8 (8.0: 4.1–15.0),,,
Pigeon,,2 (3.0),2 (2.0: 0.6–7.0),,,
Cat,,1 (1.5),1 (1.0: 0.2–5.5),8 (26.7),1 (3.2),9 (14.8: 8.0–25.7)
Rice ﬁeld rat,1 (3.0),,1 (1.0: 0.2–5.5),,,
Dog,,1 (1.5),1 (1.0: 0.2–5.5),21 (70.0),10 (32.3),31 (50.8: 38.6–62.9)
Goat,,,,,8 (25.8),8 (13.1: 6.8–23.8)
