0,1,2,3,4,5,6,7,8,9,10
Table 1: Frequency of outdoor falls with selected characteristics by gender and age groups (Continued),,,,,,,,,,
6 am to Noon,6,21,86,113,2,5,32,39,152,54
Noon to 6 pm,5,19,50,74,2,3,18,23,97,34
6 pm to Midnight,3,6,7,16,2,2,4,8,24,9
Weekend,2,11,55,68,2,1,18,21,89,32
Weekday,12,37,91,140,4,9,39,52,192,68
Raining,4,7,32,43,2,1,15,18,61,22
Clear,10,41,114,165,4,9,42,55,220,78
Footwear,,,,,,,,,,
Sandal,0,15,80,95,2,5,25,32,127,45
Sport Shoes,2,6,13,21,2,2,8,12,33,12
Proper Shoes,5,21,53,79,2,2,24,28,107,38
High Heels,7,5,0,12,0,0,0,0,12,4
others,0,1,0,1,0,1,0,1,2,1
Injury,,,,,,,,,,
Minor,14,38,86,138,5,7,40,52,190,68
Serious,0,10,59,69,0,3,16,19,88,31
*not sure,0,0,1,1,1,0,1,2,3,1
Hospitalization,,,,,,,,,,
Yes,0,5,31,36,0,1,10,11,47,17
No,14,43,115,172,6,9,47,62,234,83
Use of assistive device,,,,,,,,,,
Yes,0,3,55,58,0,0,23,23,81,29
No,14,45,91,150,6,10,34,50,200,71
Gait,,,,,,,,,,
Stable,12,38,65,115,6,7,21,34,149,53
Unstable,2,10,81,93,0,3,36,39,132,47
Vision,,,,,,,,,,
