0,1,2,3,4,5,6,7,8,9,10,11,12
Table 1.,,(Continued.),,,,,,,,,,
,,,,Country of origin,,MERS-CoV RNA,MERS-CoV seroprevalence,,,,,
,References,,Study design,,Year,presence,,Sex,Age,Imported/local,Sampling location,Other animals tested
,Corman et al.,,Cross-,Kenya,Total,,"ELISA, total: 30%",,Adult: 37% (226/70),,"Total, farm: 9% (40/436)",
[36],,,sectional,,,,(228/774),,Juvenile: 25% (15/59),,"Total, nomadic: 52%",
,,,,,,,,,,,(229/439),
,,,,,1992,,5% (1/22),,,Pakistan,,
,,,,,1996,,5% (2/37),,,Local,Farm,
,,,,,1998,,3% (2/62),,,Local,Farm,
,,,,,,,,,,,Farm: 0% (0/50),
,,,,,1999,,27% (71/266),,,Local,Nomadic: 17% (2/12),
,,,,,,,,,,,Farm: 18% (32/175),
,,,,,2000,,32% (82/258),,,Local,Nomadic: 43% (39/91),
,,,,,,,,,,,Farm: 4% (4/112),
,,,,,2007,,0% (0/28),,,Local,Nomadic: 53%,
,,,,,2008,,56% (103/183),,,Local,(78/146),
,,,,,2013,,17% (8/47),,,Local,Isolated,
,,,,,,,,,,,Nomadic,
,,,,,,,,,,,Farm: 3% (1/40),
,,,,,,,,,,,Nomadic: 100% (7/7),
,Haagmans,,Human,Qatar,2013,Nasal: 86% (12/14),IFA/VNT: 100% (14/14),,,,Farm,
et al.,[3],,outbreak,,,Oral: 0% (0/14),,,,,,
,,,investigation,,,Rectal: 0% (0/19),,,,,,
,Hemida et al.,,Longitudinal,KSA,2013–2014,Nasal: 33% (9/27),,,<2Y: 39% (7/18),,Farm,
[19],,,,,,Oral: 0% (0/17),,,6–14Y: 22% (2/9),,,
,,,,,,Rectal: 3% (1/37),,,,,,
,Hemida et al.,,Cross-,KSA,1993,,ppNT: 90% (118/131),,,,Farm,
[68],,,sectional,,,,,,,,,
,,,,Australia,2014,,ppNT: 0% (0/25),,,,Farm and abattoir,
,,,,,,,,,,,(feral),
,,,,Egypt,2014,,ppNT: 100% (7/7),,,,Abattoir,
,Meyer et al.,,Cross-,UAE,2003,,IFA: 100% (151/151),,>2Y: 100% (151/151),,,Bactrian camel 0% (0/16)
[37],,,sectional,,,,,,,,,
,,,,,2013,,IFA: 96% (481/500),,2–8Y: 89% (89/100),,Farm (racing): 89%,
,,,,,,,,,,,(89/100),
,,,,,,,,,>2Y: 89% (89/100),"KSA, Sudan, Pakistan",Farm (livestock camels):,
,,,,,,,,,,and Oman,100% (217/218),
,,,,,,,,,,UAE,Isolated: 0% (0/5),
,Muller et al.,,Cross-,Somalia,1983–1984,,ELISA: 84% (72/86),,,,Abattoir,
[32],,,sectional,,,,mNT: 81% (70/86),,,,,
,,,,Sudan,1983,,ELISA: 84% (159/189),Female: ELISA 84%,>6Y: 84% (159/189),,Farm,
,,,,,,,mNT: 81% (153/189),(159/189),,,,
,,,,Egypt,1997,,ELISA: 81% (35/43),,,,,
,,,,,,,mNT: 79% (34/43),,,,,
,Nowotny,,Cross-,Oman,2013,Nasal: 7% (5/76),,,,,,
et al.,[69],,sectional,,,,,,,,,
,Raj et al.,[70],Cross-,Qatar,2014,Nasal: 2% (1/53),,,,,,
,,,sectional,,,,,,,,,
,Reusken,,Cross-,Qatar,2013,Nasal: 15% (5/33),pMA: 100% (33/33),Female: 15% (5/33),>5Y: PCR 42% (5/12) ELISA,,Farm,
et al.,[28],,sectional,,,,,,100% (12/12),,,
