0,1,2,3,4,5,6,7
,Table 1 Patient demographics -,ITT set,,,,,
Variable,,,,AMC/DCBA,AMC/DCBA,"Unflavoured,",Overall
,,,,Warm lozenge,"Cool
lozenge",non-medicated,
,,,,,,lozenge,
Number of patients (n),,,,77,74,74,225
"Age (year)
(Mean ± SD)",,,,30.3 ± 12.2,32.4 ± 14.7,32.6 ± 13.2,31.7 ± 13.3
"Gender
(% male)",,,,41.6,39.2,41.9,40.9
Race (% Caucasian),,,,97.4,97.3,95.9,96.9
"Alcohol drinker
(%)",,,,83.1,86.5,75.7,81.8
"Current smoker
(%)",,,,36.4,37.8,35.1,36.4
"Former smoker
(%)",,,,26.0,17.6,14.9,19.6
Duration of sore throat,(days),(Mean ± SD),,2.3 ± 0.8,2.2 ± 0.7,2.0 ± 0.9,2.2 ± 0.8
"Duration of URTI
(days)",(Mean ± SD),,,3.0 ± 2.7,2.4 ± 1.0,3.6 ± 7.1,3.0 ± 4.4
,"SD, standard deviation; URTI, upper",respiratory tract,infection.,,,,
