0,1,2,3,4,5,6
Table 2. Features of market groups.,,,,,,
,,Vietnamese markets (n = 30),,,,Cambodian markets (n = 8)
,Bac Giang,Bac Giang,Ha Noi retail and,,,
,periodic,everyday,mixed markets,Ha Noi wholesale,Urban markets,Peri-urban
,markets (n = 5),markets (n = 4),(n = 17),markets (n = 4),(n = 4),markets (n = 4)
Average number of sellers,13 (8–14),11 (6–25),6 (2–13),44 (30–80),7 (4–19),7 (4–8)
Length of time markets are,5 (4–6),4 (3–7),7 (4–14),11 (5–24),13 (12–15),6 (4–6)
open (in hours),,,,,,
"Market
type",,,,,,
Retail,2 (40%),0 (0%),15 (88%),0 (0%),3 (75%),2 (50%)
Mixed,3 (60%),2 (50%),2 (12%),0 (0%),0 (0%),0 (0%)
Wholesale,0 (0%),2 (50%),0 (0%),4 (100%),1 (25%),2 (50%)
Periodicity,,,,,,
Periodic,5 (100%),0 (0%),0 (0%),0 (0%),0 (0%),0 (0%)
Everyday,0 (0%),4 (100%),17 (100%),4 (100%),4 (100%),4 (100%)
Area,,,,,,
Rural,1 (20%),0 (0%),2 (12%),1 (25%),0 (0%),0 (0%)
Peri-urban,4 (80%),4 (100%),8 (47%),2 (50%),0 (0%),4 (100%)
Urban,0 (0%),0 (0%),7 (41%),1 (25%),4 (100%),0 (0%)
