0,1,2,3,4,5,6
Table 4. Relationship between patient characteristics and patient groups,,,,,,
Variable,,CCG (n=29),ECG (n=75),ICG (n=68),NCG (n=34),P
Age (yr),,,,,,0.100
,<30,8 (27.6),6 (8.0),6 (8.8),4 (11.8),
,30–39,6 (20.7),12 (16.0),23 (33.8),6 (17.6),
,40–49,9 (31.0),24 (32.0),16 (23.5),12 (35.3),
,50–59,4 (13.8),24 (32.0),18 (26.5),8 (23.5),
,≥60,2 (6.9),9 (12.0),5 (7.4),4 (11.8),
Sex,,,,,,0.040a)
,Male,18 (62.1),43 (57.3),28 (41.2),12 (35.3),
,Female,11 (37.9),32 (42.7),40 (58.8),22 (64.7),
Distance between hospital and residence,,,,,,0.801
,Short (within 10 km),23 (79.3),54 (72.0),51 (75.0),27 (79.4),
,Long (more than 10 km),6 (20.7),21 (28.0),17 (25.0),7 (20.6),
Implantation,,,,,,0.003a)
,No,23 (79.3),39 (52.0),49 (72.1),28 (82.4),
,Yes,6 (20.7),36 (48.0),19 (27.9),6 (17.6),
Periodontal treatment,,,,,,0.883
,Periodontitis treatment,23 (79.3),54 (72.0),54 (79.4),25 (73.5),
,SRP,15 (51.7),37 (49.3),35 (51.5),16 (47.1),
,SRP+FO 1–2,8 (27.6),13 (17.3),17 (25.0),4 (11.8),
,SRP+FO 3–,0 (0.0),4 (5.3),2 (2.9),5 (14.7),
,Periodontitis treatment+other treatment,2 (6.9),7 (9.3),2 (2.9),2 (5.9),
,Periodontitis treatment+implantation,0 (0.0),3 (4.0),0 (0.0),0 (0.0),
,Periodontitis treatment+MGS,2 (6.9),4 (5.3),2 (2.9),2 (5.9),
,Other treatment,0 (0.0),3 (4.0),2 (2.9),2 (5.9),
,Implantation,0 (0.0),3 (4.0),1 (1.5),1 (2.9),
,MGS,0 (0.0),0 (0.0),1 (1.5),1 (2.9),
,Scaling only,4 (13.8),11 (14.7),10 (14.7),5 (14.7),
Data are number (%) values except where indicated otherwise.,,,,,,
