0,1,2,3,4,5
Table 1.,Female Mosquitoes Trapped and Chosen for Virological Analyses,,,(Number of Mosquitoes Captured/Mosquitoes Used for,
,Virological Analyses/Number of Pools/Number of Positive Pools),,,,
Species,Camp sites,Primary Forest,Secondary Forest,Plantations,Villages
Aedes,,,,,
Ae africana,,,1/1/1/0,,
Ae calceatus,,,,3/3/1/0,
Ae fascipalpis,,1/1/1/1,,,
Ae harrisoni,11/11/3/0,10/10/4/0,52/48/4/1,3/3/2/1,12/9/1/1
Ae mettalicus,,,1/1/1/0,,7/7/1/1
Ae nd,4/4/1/0,8/3/3/0,44/44/3/0,4/1/1a,2/1/1/0
Aedomyia,,,,,
Aed africana,5/3/2/2,4/2/2/0,1/1/1/0,,
Anopheles,,,,,
An azaniae,,,,,3/3/1c
An buxtoni,,,,,2/2/1d
An dancalicus,,,,,5/5/1d
An keniensis,,,,,5/5/1d
An gambiae,1/1/1/0,,,,68/67/4/4
An obscurus,1/1/1/0,,,,7/7/1d
An rhodiensis,9/9/1/0,,,,
An rhodiensis rubicolus,,,,,4/4/1/0
An salbaii,,,,12/11/2/0,12/12/1/0
An smithii,,,,,1/1/1d
An welcomei erepens,,,,,1/1/1c
An nd,7/7/5/0,1/1/1/0,87/87/7/1,5/4/2/1,158/141/7/5
Coquilletidia,,,,,
Coq metallica,1/1/1/0,1/1/1/0,,,
Culiseta,,,,,
Cul nd,1/1/1/0,,,,
Culicinae,,,,,
Cu nd,,,,,39/10/1/1
Culex,,,,,
Cx annulioris,,,,230/182/12/0,13/10/1/1
Cx antennatus,51/35/3/0,,,,29/29/2/2
Cx argenteopunctatus,1/1/1/0,,,,
Cx bitaeniorhynchus,,,,7/7/2/0,
Cx cinerellus,,13/8/1/1,,,16/16/1/0
Cx cinereus,,,,,2/2/1e
Cx decens complex,4/2/2/0,14/7/4/0,399/324/20/9,210/208/11/1,4/4/1/0
Cx horridus,,,,71/71/5/0,5/5/2/0
Cx nebulosus,40/40/4/2,12/12/5/1,134/134/14/6,94/78/6/2,339/329/17/11
Cx pipiens,9/8/1/2,,,2/1/1/0,6/5/1/0
Cx quinquefasciatus,4/4/2/0,,,2/2/1b,85/85/5/2
Cx rubinotus,,,,3/2/1b,5/5/1/0
Cx simpliforceps,,2/2/2/0,,,
Cx telesilla,12/12/2/1,,,,
Cx zombaensis,1/1/1/0,,,,
Cx nd,354/277/20/5,38/37/10/2,248/145/17/3,296/296/17/4,140/140/8/1
