0,1,2,3,4,5,6
Table 2,"RT-PCR detection of PHEV and other relevant porcine viruses on tissue samples from nine pigs in Jilin province, China.",,,,,
Pig age,Original samples,,,PHEV and relevant porcine virus detection no. (% positive),,
,,PHEV,PEDV,TEGV,DPCoV,PRV
,Brain,6,–,–,–,–
,Spinal cord,6,–,–,–,–
,ICa,4,–,–,–,–
1-week old,,,,,,
,Spleen,–,–,–,–,–
,Kidneys,–,–,–,–,–
,Lungs,–,–,–,–,–
,Brain,2,–,–,–,–
,Spinal cord,2,–,–,–,–
,ICa,–,–,–,–,–
< 3-week old,,,,,,
,Spleen,–,–,–,–,–
,Kidneys,–,–,–,–,–
,Lungs,–,–,–,–,–
Notes.,,,,,,
