0,1,2,3,4,5,6,7,8,9
"Table 4. Bat specimens collected from 2011 to 2015 and rabies positivity recorded by habitat type in Campinas, Brazil",,,,,,,,,
,,,Residential,,,,,,
Bat family/,,Residential single,multi-family,Commercial,Industrial,Protected areas,Public areas,Rural,Total
species,,family (188.1 km2),(7.4 km2),(40.9 km2),(46.4 km2),(76.3 km2),(36.3 km2),(400.3 km2),(795.7 km2)
Molossidae,Samples,1058 (57.7),111 (6),262 (14.3),33 (1.8),258 (14.1),105 (5.7),8 (0.4),1835 (100)
,(%),4 (40),1 (10),0,0,4 (40),1 (10),0,10 (100)
,RABV+ (%),,,,,,,,
C. planirostris,Samples,123 (70.3),1 (0.5),18 (10.3),5 (2.9),24 (13.7),4 (2.3),,175 (100)
,(%),0,0,0,0,0,0,0 0,0
,RABV+ (%),,,,,,,,
E. glaucinus,Samples,75 (51.4),13 (8.9),37 (25.3),2 (1.4),10 (6.8),9 (6.2),0 0,146 (100)
,(%),0,0,0,0,0,0,,0
,RABV+ (%),,,,,,,,
M. molossus,Samples,542 (62.1),46 (5.3),115 (13.2),9 (1),91 (10.4),67 (7.7),3 (0.3),873 (100)
,(%),2 (50),0,0,0,1 (25),1 (25),0,4 (100)
,RABV+ (%),,,,,,,,
T. brasiliensis,Samples,12 (8.6),0 0,30 (21.4),1 (0.7),74 (52.9),1 (0.7),0 0,140 (100)
,(%),2 (40),,0,0,2 (40),0,,5 (100)
,RABV+ (%),,,,,,,,
Phyllostomidae,Samples,156 (48),,50 (15.4),7 (2.1),60 (18.5),24 (7.4),3 (0.9),325 (100)
,(%),9 (42.9),,3 (14.3),0,5 (23.8),0,2 (9.5),21 (100)
,RABV+ (%),,,,,,,,
"A.
lituratus",Samples,29 (40.3),6 (8.3),19 (26.4),1 (1.4),11 (15.3),6 (8.3),,72 (100)
,(%),4 (33.3),1 (8.4),3 (25),0,4 (33.3),0,,12 (100)
,RABV+ (%),,,,,,,,
G. soricina,Samples,67 (61.5),6 (5.5),10 (9.2),4 (3.7),10 (9.2),11 (10.1),1 (0.8),109 (100%)
,(%),0,0,0,0,0,0,0,0 (0%)
,RABV+ (%),,,,,,,,
Vespertilionidae,Samples,256 (73.6),5 (1.4),24 (6.9),2 (0.6),25 (7.2),26 (7.5),10 (2.8),348 (100)
,(%),6 (42.9),1 (7.1),2 (14.3),0,4 (28.6),1 (7.1),0,14 (100)
,RABV+ (%),,,,,,,,
Eptesicus spp.,Samples,68 (67.3),1 (1),11 (10.9),0 0,6 (5.9),10 (9.9),5 (5),101 (100)
,(%),2 (50),0,1 (25),,1 (25),0,0,4 (100)
,RABV+ (%),,,,,,,,
Myotis spp.,Samples,136 (78.2),3 (1.7),4 (2.3),,15 (8.6),12 (6.9),4 (2.3),174 (100)
,(%),4 (40),1 (10),1 (10),0 0,3 (30),1 (10),0,10 (100)
,RABV+ (%),,,,,,,,
Total,Samples,1470 (58.6),141 (5.6),336 (13.4),42 (1.7),343 (13.7),155 (6.2),21 (0.8),2508 (100)
,(%),19 (42.2),4 (8.9),5 (11.1),0,13 (28.9),2 (4.4),2 (4.4),45 (100)
,RABV+ (%),,,,,,,,
"RABV+, rabies positive samples.",,,,,,,,,"0 0
0 0"
