0,1,2,3,4,5,6,7,8,9,10
,,,,,,Number (Percentage) of Positive Cultures For,,,,
,Case/,,Age,Calves,Mannheimia,Pasteurella,Histophilus,Mycoplasma,% DNS,% BAL
Herd,Control,Type,(Weeks),(n),haemolytica s.l.,multocida,somni,bovis,Polymicrobial,Polymicrobial
1,Case,Beef,5,3,0 (0),0 (0),0 (0),0 (0),3 (100),0 (0)
2,Case,Beef,17,7,0 (0),1 (14.3),0 (0),0 (0),6 (85.7),0 (0)
3,Case,Beef,9,10,0 (0),2 (20),0 (0),0 (0),8 (80),1 (10)
4,Case,Beef,8,10,0 (0),1 (10),0 (0),0 (0),8 (80),1 (10)
5,Case,Beef,8,10,3 (30),0 (0),0 (0),0 (0),5 (50),2 (20)
6,Case,Beef,8,10,0 (0),0 (0),9 (90),0 (0),9 (90),0 (0)
7,Case,Beef,10,15,0 (0),3 (20),0 (0),0 (0),13 (86.7),6 (40)
8,Case,Beef,8–12,5,0 (0),1 (20),0 (0),0 (0),3 (60),2 (40)
9,Case,Beef,9–13,7,0 (0),0 (0),0 (0),0 (0),7 (100),5 (71.4)
10,Case,Veal,6,35,13 (37.1),25 (71.4),1 (2.9),22 (62.9),10 (28.6),3 (8.6)
11,Case,Veal,7,32,2 (6.3),7 (21.9),0 (0),4 (12.5),27 (84.4),10 (31.3)
12,Control,Veal,3–8,9,0 (0),0 (0),0 (0),0 (0),5 (55.5),2 (22.2)
13,Control,Veal,2,18,0 (0),3 (16.7),0 (0),1 (5.5),15 (82.3),7 (38.9)
14,Control,Veal,8–28,12,0 (0),2 (16.7),2 (16.7),0 (0),12 (100),4 (33.3)
