0,1,2,3,4,5
Journal of Immunology Research,,,,,7
,,Table 3: Status of development of some intradermal vaccines.,,,
Pathogen,Formulation/antigen,Indication,Clinical trial status,Clinical trial ID,Refs
,,,,"NCT01712984, NCT02563093,",
Inﬂuenza virus,Split virus,Inﬂuenzas A and B,Approved,,[118]
,,,,"NCT02258334, NCT01946438",
Enterotoxigenic E. coli,dmLT∗,Gastroenteritis,Phase 1,NCT02531685,[119]
HBV,HBsAg,Hepatitis B,Phase 1,NCT02186977,[120]
Dengue virus,Attenuated virus,Dengue fever,Phase 1,NCT01765426,[121]
Poliovirus,Inactivated virus,Poliomyelitis,Phase 3,NCT03239496,[122]
HIV-1,HIV-1 DNA,AIDS,Phase 2a,PACTR2010050002122368,[123]
∗dmLT: double mutant heat-labile enterotoxin.,,,,,
