0,1,2,3,4,5
Variable,CCG (n=29),ECG (n=75),ICG (n=68),NCG (n=34),P
No. of newly decayed teeth,,,,,0.005a)
0,21 (72.4),41 (54.7),45 (66.2),32 (94.1),
1,5 (17.2),16 (21.3),10 (14.7),1 (2.9),
2–3,0 (0.0),12 (16.0),11 (16.2),1 (2.9),
≥4,3 (10.3),6 (8.0),2 (2.9),0 (0.0),
Alveolar bone level changes around teeth,,,,,<0.001a)
Decreased,9 (31.0),31 (41.3),12 (17.6),3 (8.8),
Maintained,16 (55.2),21 (28.0),48 (70.6),30 (88.2),
Increased,4 (13.8),23 (30.7),8 (11.8),1 (2.9),
Alveolar bone level changes around implants,,,,,<0.001a)
Decreased,2 (6.9),26 (34.7),9 (13.2),2 (5.9),
Maintained,27 (93.1),49 (65.3),59 (86.8),32 (94.1),
Increased,0 (0.0),0 (0.0),0 (0.0),0 (0.0),
No. of newly extracted teeth,,,,,<0.001a)
0,26 (89.7),40 (53.3),59 (86.8),32 (94.1),
1,3 (10.3),19 (25.3),4 (5.9),1 (2.9),
≥2,0 (0.0),16 (21.3),5 (7.4),1 (2.9),
Implant removal,,,,,0.870
No,6 (100.0),35 (97.2),18 (94.7),6 (100.0),
Yes,0 (0.0),1 (2.8),1 (5.3),0 (0.0),
Data are number (%) values except where indicated otherwise.,,,,,
