0,1,2,3,4
mines during spring or entered during autumn.,,,,
,Table 1. Faecal sample collection details for the detection of coronaviruses in Danish bats.,,,
,No. Sampled,,,
Bat Species,,Collection Date,Collection Location,Sample Types
,(No. Positive),,,
M. daubentonii,4 (0),September 2013,Vesløs,2 individuals and 2 from nest box
,40 (8),October 2013,Mønsted,Individual
,53 (9),October 2014,Mønsted,Individual
,4 (1),April 2015,Mønsted,Individual
,10 (6),October 2015,Mønsted,Individual
,11 (6),November 2015,Mønsted,Individual
,5 (0),May 2016,Mønsted,Individual
,58 (13),September 2016,Mønsted,Individual
,2 (0),April 2017,Mønsted,Individual
M. dasycneme,2 (0),October 2013,Mønsted,Individual
,6 (0),October 2014,Mønsted,Individual
,2 (1),April 2015,Mønsted,Individual
,1 (1),November 2015,Mønsted,Individual
,6 (1),September 2016,Mønsted,Individual
,2 (2),November 2016,Mønsted,Individual
M. nattereri,7 (0),August–September 2013,Bornholm,Individual
,1 (0),September 2013,"Lolland, Agerup forest",Individual
,2 (1),October 2014,Mønsted,Individual
,1 (0),September 2016,Mønsted,Individual
M. bechsteinii,4 (0),August 2013,Bornholm,Individual
,2 (0),August 2015,Bornholm,1 individual and 1 from nest box
,3 (0),August 2016,Bornholm,3 nest boxes
,2 (0),September 2017,Bornholm,Individual
M. mystacinus,1 (0),August 2013,Bornholm,Individual
,1 (0),August 2016,Bornholm,Individual
M. brandtii,2 (0),August 2013,Bornholm,Individual
,1 (0),April 2015,Mønsted,Individual
,,,,2 individual samples and 2 from
N. noctula,4 (0),August 2013,Bornholm,
,,,,nest boxes
"P
. pygmaeus",6 (1),August 2013,"Funen, Sollerup forest",Individual
,,,,Mix of individual samples and
,9 (1),June 2014,Vadum,
,,,,ﬂoor samples from colony
,1 (0),Summer 2015,Sorø,Sample from nest box
,8 (4),September 2015,Borup,"5 individual samples, 3 from ﬂoor"
,1 (0),September–October 2015,Helsinge,Sample from abandoned colony
