0,1,2,3
,Table 4. Host-derived FPR (Fpr) ligands and their classiﬁcation.,,
Agonist,Classiﬁcation,Receptor,Citation
CKβ 8-1 [human CCL23],CCL23 chemokine,FPR2,
,,,[66]
SHAAGtide,CKβ 8-1,FPR2,
Humanin,,FPR2,[98]
F2L,Heme binding protein,"FPR2, FPR3",[71–73]
SAA,,FPR2,[90]
Annexin 1/ Lipocortin 1,,FPR2,[78]
Ac1-25,Annexin 1,FPR2,[83]
Ac2-26,Annexin 1,FPR2,[84]
Ac9-25,Annexin 1,FPR2,[85]
Antiﬂammin-2 (AF-2),,FPR2,[99]
Aβ-42,Amyloid peptide,FPR2,[60]
D2D3,Urokinase receptor,FPR2,
,,,[70]
SRSRYp,Urokinase receptor,FPR2,
LL-37,Antimicrobial peptide,FPR2,[92]
PrP106–126,Prion protein,FPR2,[62]
PACAP27,Pituitary adenylate cyclase,"FPR2, FPR1","[63,64]"
uPAR88-92,Urokinase receptor,FPR2,[68]
uPAR84-95,Urokinase receptor,"FPR2, FPR3",[69]
Cathepsin G,,FPR1,[100]
FAM3D,Chemokine-like,"FPR1, FPR2",[75]
FAM19A4,Chemokine-like,FPR1,[13]
ATLXA4 acetylsalicyclic,,,
,Arachidonic acid derivative,FPR2,[101]
acid-triggered,,,
Resolvin D1 (RvD1) and,,,
,Specialized pro-resolving,FPR2,[102]
aspirin-triggered RvD1,,,
,lipid mediator,,
Vasoactive intestinal protein,,FPR2,[65]
Lipoxin-A4/Apsirin-triggered lipoxins,Fatty Acid,FPR2,[103]
